SiteName,County,AQI,Pollutant,Status,SO2,CO,O3,O3_8hr,PM10,PM2.5,NO2,NOx,NO,WindSpeed,WindDirec,DataCreationDate,Unit,CO_8hr,PM2.5_AVG,PM10_AVG,SO2_AVG,Longitude,Latitude,SiteId
基隆,基隆市,69.0,細懸浮微粒,普通,3.7,0.43,12,11.0,32.0,25.0,21.0,23.0,1.8,1.0,149.0,2017-09-25 01:00,,0.4,23.0,29.0,,,,
汐止,新北市,85.0,細懸浮微粒,普通,2.8,0.37,16,18.0,37.0,25.0,16.0,20.0,3.5,1.3,247.0,2017-09-25 01:00,,0.5,30.0,45.0,,,,
萬里,新北市,70.0,細懸浮微粒,普通,2.1,0.18,26,28.0,22.0,17.0,4.4,5.4,1.0,2.0,217.0,2017-09-25 01:00,,0.3,23.0,30.0,,,,
新店,新北市,66.0,細懸浮微粒,普通,1.8,0.2,24,31.0,34.0,18.0,5.3,6.2,0.9,2.7,96.0,2017-09-25 01:00,,0.3,22.0,32.0,,,,
土城,新北市,64.0,細懸浮微粒,普通,1.9,0.6,2.7,16.0,39.0,19.0,27.0,36.0,9.3,1.2,170.0,2017-09-25 01:00,,0.5,21.0,34.0,,,,
板橋,新北市,52.0,細懸浮微粒,普通,5.0,0.48,6.1,16.0,35.0,14.0,28.0,31.0,3.1,1.7,260.0,2017-09-25 01:00,,0.5,16.0,34.0,,,,
新莊,新北市,49.0,,良好,3.6,0.71,4.5,18.0,30.0,14.0,29.0,31.0,1.6,0.5,248.0,2017-09-25 01:00,,0.5,15.0,31.0,,,,
菜寮,新北市,53.0,細懸浮微粒,普通,2.3,0.42,17,21.0,,17.0,13.0,14.0,0.5,1.6,172.0,2017-09-25 01:00,,0.5,16.0,,,,,
林口,新北市,71.0,細懸浮微粒,普通,5.7,0.41,25,19.0,37.0,28.0,19.0,19.0,0.6,0.9,139.0,2017-09-25 01:00,,0.4,24.0,38.0,,,,
淡水,新北市,44.0,,良好,2.9,0.49,12,19.0,29.0,16.0,17.0,18.0,1.2,,,2017-09-25 01:00,,0.3,14.0,29.0,,,,
基隆,基隆市,69.0,細懸浮微粒,普通,3.2,0.4,11,12.0,28.0,23,21.0,22.0,0.6,0.7,160.0,2017-09-25 02:00,,0.4,23.0,29.0,,,,
