SiteName,County,AQI,Pollutant,Status,SO2,CO,O3,O3_8hr,PM10,PM2.5,NO2,NOx,NO,WindSpeed,WindDirec,DataCreationDate,Unit,CO_8hr,PM2.5_AVG,PM10_AVG,SO2_AVG,Longitude,Latitude,SiteId
基隆,基隆市,27.0,nan,良好,1.2,0.28,19,29.0,10,3,12.0,13.0,1.3,0.5,304.0,2016-12-20 02:00,,0.26,3.0,9.0,,,,
汐止,新北市,30.0,nan,良好,1.9,0.27,16,13.0,14,9,15.0,17.0,1.8,1.3,66.0,2016-12-20 02:00,,0.44,9.0,14.0,,,,
萬里,新北市,17.0,nan,良好,1.8,0.13,18,17.0,12,2,3.1,4.0,0.9,3.3,209.0,2016-12-20 02:00,,0.19,5.0,13.0,,,,
新店,新北市,47.0,nan,良好,1.8,0.54,2.4,10.0,21,11,21.0,30.0,8.6,0.9,141.0,2016-12-20 02:00,,0.63,15.0,20.0,,,,
土城,新北市,71.0,細懸浮微粒,普通,4.9,0.93,2,4.0,60,32,28.0,75.0,47.0,0.5,325.0,2016-12-20 02:00,,1.0,24.0,45.0,,,,
板橋,新北市,82.0,細懸浮微粒,普通,7.3,0.9,0.9,3.0,57,27,33.0,53.0,20.0,0.6,182.0,2016-12-20 02:00,,1.05,28.0,61.0,,,,
新莊,新北市,77.0,細懸浮微粒,普通,5.3,1.41,0.6,4.0,65,35,32.0,74.0,42.0,0.5,210.0,2016-12-20 02:00,,1.37,26.0,55.0,,,,
菜寮,新北市,77.0,細懸浮微粒,普通,6.2,2.25,1.9,5.0,79,45,43.0,121.0,78.0,1.3,92.0,2016-12-20 02:00,,1.62,26.0,53.0,,,,
林口,新北市,40.0,nan,良好,1.9,0.47,16,20.0,24,14,22.0,24.0,1.4,4.1,123.0,2016-12-20 02:00,,0.41,12.0,29.0,,,,
淡水,新北市,44.0,nan,良好,1.9,0.67,7.1,8.0,30,15,30.0,37.0,6.5,nan,nan,2016-12-20 02:00,,0.77,14.0,27.0,,,,
士林,臺北市,30.0,nan,良好,1.9,0.13,36,32.0,18,6,3.8,4.3,0.5,2.6,117.0,2016-12-20 02:00,,0.24,7.0,12.0,,,,
中山,臺北市,21.0,nan,良好,0.9,0.27,24,9.0,15,8,12.0,14.0,2.1,2.3,116.0,2016-12-20 02:00,,0.73,6.0,12.0,,,,
萬華,臺北市,28.0,nan,良好,1.7,0.26,24,8.0,24,17,13.0,14.0,1.7,2.6,110.0,2016-12-20 02:00,,0.71,9.0,22.0,,,,
古亭,臺北市,42.0,nan,良好,1.9,0.24,24,9.0,9,8,11.0,13.0,2.0,1.6,96.0,2016-12-20 02:00,,0.93,13.0,23.0,,,,
松山,臺北市,16.0,nan,良好,2.5,0.31,20,8.0,18,2,14.0,16.0,2.1,1.1,74.0,2016-12-20 02:00,,0.61,5.0,16.0,,,,
桃園,桃園市,95.0,細懸浮微粒,普通,16.0,0.89,3.9,3.0,65,40,32.0,53.0,21.0,1.9,113.0,2016-12-20 02:00,,1.38,33.0,62.0,,,,
基隆,基隆市,29.0,nan,良好,1.0,0.15,33,31.0,5,ND,4.6,5.9,1.3,0.7,55.0,2016-12-20 01:00,,0.26,3.0,8.0,,,,
菜寮,新北市,nan,nan,nan,1.6,0.27,27,nan,44,27,nan,nan,nan,1.5,69.0,2016-12-20 03:00,,nan,nan,nan,,,,
中山,臺北市,nan,nan,nan,1.6,0.64,7.3,nan,10,nan,32.0,39.0,7.6,1.8,135.0,2016-12-20 00:00,,nan,nan,nan,,,,
萬華,臺北市,32.0,nan,良好,2.8,0.7,3.8,7.0,16,10,34.0,46.0,12.0,0.9,122.0,2016-12-20 00:00,,0.7,6.0,22.0,,,,
古亭,臺北市,41.0,nan,良好,2.6,1.25,1.8,12.0,32,16,35.0,68.0,33.0,0.6,175.0,2016-12-20 00:00,,0.91,13.0,24.0,,,,
松山,臺北市,25.0,nan,良好,2.5,0.52,7.6,11.0,17,ND,26.0,32.0,6.5,1.0,97.0,2016-12-20 00:00,,0.62,8.0,19.0,,,,
大同,臺北市,37.0,nan,良好,4.7,3.18,-,nan,39,4,39.0,141.0,102.0,nan,nan,2016-12-20 00:00,,1.82,8.0,35.0,,,,
桃園,桃園市,92.0,細懸浮微粒,普通,9.2,1.44,1.7,8.0,73,42,39.0,71.0,32.0,0.5,78.0,2016-12-20 00:00,,1.27,32.0,61.0,,,,
大園,桃園市,128.0,細懸浮微粒,對敏感族群不良,7.7,1.22,3.2,23.0,96,58,53.0,84.0,31.0,2.0,175.0,2016-12-20 00:00,,0.71,46.0,75.0,,,,
觀音,桃園市,120.0,細懸浮微粒,對敏感族群不良,5.7,0.51,9.7,35.0,75,43,32.0,34.0,1.7,1.0,113.0,2016-12-20 00:00,,0.44,43.0,67.0,,,,
平鎮,桃園市,140.0,細懸浮微粒,對敏感族群不良,4.1,1.16,5.3,22.0,92,63,50.0,57.0,6.9,0.6,178.0,2016-12-20 00:00,,1.05,50.0,83.0,,,,
龍潭,桃園市,141.0,細懸浮微粒,對敏感族群不良,2.6,0.65,14,23.0,86,59,26.0,28.0,2.2,0.8,171.0,2016-12-20 00:00,,0.88,51.0,83.0,,,,
湖口,新竹縣,113.0,細懸浮微粒,對敏感族群不良,3.1,0.59,18,34.0,72,43,30.0,34.0,3.2,0.8,124.0,2016-12-20 00:00,,0.65,40.0,74.0,,,,
竹東,新竹縣,133.0,細懸浮微粒,對敏感族群不良,2.6,0.37,17,23.0,51,nan,17.0,19.0,1.5,1.6,119.0,2016-12-20 00:00,,0.71,48.0,67.0,,,,
新竹,新竹市,117.0,細懸浮微粒,對敏感族群不良,2.1,0.68,11,28.0,79,50,30.0,32.0,2.0,1.6,74.0,2016-12-20 00:00,,0.98,42.0,75.0,,,,
基隆,基隆市,28.0,nan,良好,1.2,0.19,31,30.0,9,3,7.0,8.3,1.3,2.1,79.0,2016-12-20 00:00,,0.27,3.0,9.0,,,,
汐止,新北市,30.0,nan,良好,1.0,0.45,7.9,16.0,14,10,24.0,30.0,6.3,1.4,78.0,2016-12-20 00:00,,0.44,9.0,13.0,,,,
金門,金門縣,nan,nan,nan,6.8,0.46,11,nan,84,47,25.0,26.0,1.5,0.5,349.0,2016-12-20 00:00,,nan,nan,nan,,,,
萬里,新北市,19.0,nan,良好,1.5,0.15,21,21.0,11,7,4.5,5.8,1.4,2.5,211.0,2016-12-20 00:00,,0.2,6.0,14.0,,,,
新店,新北市,51.0,細懸浮微粒,普通,1.7,0.52,8.1,17.0,26,19,21.0,26.0,5.3,0.6,177.0,2016-12-20 00:00,,0.62,16.0,18.0,,,,
土城,新北市,56.0,細懸浮微粒,普通,4.4,1.23,2.2,10.0,61,34,35.0,85.0,51.0,0.6,170.0,2016-12-20 00:00,,0.88,18.0,34.0,,,,
板橋,新北市,75.0,細懸浮微粒,普通,7.8,1.01,0.8,6.0,87,41,40.0,62.0,22.0,1.8,228.0,2016-12-20 00:00,,1.01,25.0,55.0,,,,
新莊,新北市,58.0,細懸浮微粒,普通,6.0,1.58,0.4,9.0,69,35,38.0,76.0,38.0,0.4,345.0,2016-12-20 00:00,,1.11,18.0,46.0,,,,
菜寮,新北市,49.0,nan,良好,7.3,2.41,1.9,10.0,77,38,52.0,137.0,86.0,0.7,269.0,2016-12-20 00:00,,1.16,14.0,31.0,,,,
林口,新北市,41.0,nan,良好,3.3,0.38,22,20.0,31,13,18.0,20.0,1.5,1.5,88.0,2016-12-20 00:00,,0.41,13.0,31.0,,,,
淡水,新北市,44.0,nan,良好,2.7,0.95,3.3,15.0,29,13,28.0,43.0,15.0,nan,nan,2016-12-20 00:00,,0.62,14.0,26.0,,,,
士林,臺北市,29.0,nan,良好,0.6,0.19,33,31.0,11,8,7.5,8.4,0.9,0.9,127.0,2016-12-20 00:00,,0.27,7.0,12.0,,,,
頭份,苗栗縣,118.0,細懸浮微粒,對敏感族群不良,2.2,0.51,22,29.0,67,43,25.0,27.0,1.8,1.9,124.0,2016-12-20 00:00,,0.69,42.0,71.0,,,,
苗栗,苗栗縣,132.0,細懸浮微粒,對敏感族群不良,2.3,0.62,6.3,30.0,76,44,35.0,38.0,3.1,0.6,62.0,2016-12-20 00:00,,0.79,48.0,82.0,,,,
三義,苗栗縣,113.0,細懸浮微粒,對敏感族群不良,1.4,0.35,51,46.0,51,29,7.3,7.9,0.7,1.8,20.0,2016-12-20 00:00,,0.47,40.0,69.0,,,,
豐原,臺中市,114.0,細懸浮微粒,對敏感族群不良,2.2,0.36,45,40.0,46,29,9.6,11.0,1.3,1.2,69.0,2016-12-20 00:00,,0.52,41.0,58.0,,,,
沙鹿,臺中市,135.0,細懸浮微粒,對敏感族群不良,2.7,0.75,20,44.0,97,75,33.0,34.0,1.6,1.8,317.0,2016-12-20 00:00,,0.54,49.0,78.0,,,,
大里,臺中市,140.0,細懸浮微粒,對敏感族群不良,2.8,1.24,2.4,23.0,116,59,45.0,60.0,15.0,0.9,112.0,2016-12-20 00:00,,1.03,50.0,96.0,,,,
忠明,臺中市,138.0,細懸浮微粒,對敏感族群不良,3.6,1.21,2.5,28.0,103,64,54.0,68.0,14.0,0.7,84.0,2016-12-20 00:00,,0.8,50.0,82.0,,,,
西屯,臺中市,151.0,細懸浮微粒,對所有族群不良,2.2,1.1,3.5,37.0,116,72,49.0,70.0,21.0,0.5,36.0,2016-12-20 00:00,,0.65,55.0,96.0,,,,
彰化,彰化縣,125.0,細懸浮微粒,對敏感族群不良,3.3,0.8,11,34.0,82,67,30.0,32.0,1.9,0.5,74.0,2016-12-20 00:00,,0.74,45.0,67.0,,,,
線西,彰化縣,111.0,細懸浮微粒,對敏感族群不良,2.8,0.66,18,42.0,92,56,29.0,31.0,2.0,0.7,32.0,2016-12-20 00:00,,0.39,40.0,64.0,,,,
二林,彰化縣,121.0,細懸浮微粒,對敏感族群不良,2.2,0.37,16,36.0,61,25,11.0,11.0,0.0,0.5,63.0,2016-12-20 00:00,,0.53,43.0,86.0,,,,
南投,南投縣,144.0,細懸浮微粒,對敏感族群不良,3.3,0.61,8.8,14.0,84,54,22.0,24.0,2.2,0.7,126.0,2016-12-20 00:00,,0.84,52.0,90.0,,,,
斗六,雲林縣,161.0,細懸浮微粒,對所有族群不良,3.8,0.7,8.2,26.0,119,84,28.0,31.0,2.9,1.0,34.0,2016-12-20 00:00,,0.69,74.0,104.0,,,,
崙背,雲林縣,127.0,細懸浮微粒,對敏感族群不良,1.8,0.33,23,40.0,87,58,10.0,13.0,2.2,2.3,324.0,2016-12-20 00:00,,0.29,46.0,64.0,,,,
新港,嘉義縣,110.0,細懸浮微粒,對敏感族群不良,1.9,0.36,16,37.0,81,30,13.0,15.0,1.6,1.0,339.0,2016-12-20 00:00,,0.32,39.0,83.0,,,,
朴子,嘉義縣,107.0,細懸浮微粒,對敏感族群不良,2.0,0.23,26,42.0,76,30,10.0,10.0,0.1,1.2,32.0,2016-12-20 00:00,,0.25,38.0,73.0,,,,
臺西,雲林縣,89.0,細懸浮微粒,普通,1.9,0.22,32,49.0,52,35,7.0,9.0,2.0,2.4,35.0,2016-12-20 00:00,,0.21,31.0,49.0,,,,
嘉義,嘉義市,160.0,細懸浮微粒,對所有族群不良,2.5,0.53,15,27.0,114,79,18.0,22.0,3.6,0.8,105.0,2016-12-20 00:00,,0.69,73.0,105.0,,,,
新營,臺南市,153.0,細懸浮微粒,對所有族群不良,4.1,0.54,12,33.0,124,73,28.0,29.0,1.3,1.0,37.0,2016-12-20 00:00,,0.41,59.0,108.0,,,,
善化,臺南市,154.0,細懸浮微粒,對所有族群不良,4.8,0.59,17,31.0,114,85,21.0,22.0,0.9,0.9,76.0,2016-12-20 00:00,,0.41,61.0,90.0,,,,
安南,臺南市,143.0,細懸浮微粒,對敏感族群不良,3.4,0.53,10,34.0,99,66,31.0,33.0,2.1,1.1,77.0,2016-12-20 00:00,,0.42,52.0,89.0,,,,
臺南,臺南市,152.0,細懸浮微粒,對所有族群不良,4.5,0.66,17,34.0,98,84,29.0,29.0,0.1,1.1,75.0,2016-12-20 00:00,,0.63,56.0,73.0,,,,
美濃,高雄市,114.0,細懸浮微粒,對敏感族群不良,1.6,0.57,29,33.0,88,60,12.0,14.0,1.7,0.6,65.0,2016-12-20 00:00,,0.52,41.0,60.0,,,,
橋頭,高雄市,132.0,細懸浮微粒,對敏感族群不良,2.9,0.42,17,25.0,104,48,21.0,21.0,0.4,1.6,73.0,2016-12-20 00:00,,0.61,47.0,101.0,,,,
仁武,高雄市,143.0,細懸浮微粒,對敏感族群不良,4.3,0.5,8.4,23.0,100,49,nan,nan,nan,1.8,321.0,2016-12-20 00:00,,0.62,52.0,118.0,,,,
鳳山,高雄市,149.0,細懸浮微粒,對敏感族群不良,4.5,0.84,4.3,24.0,112,51,39.0,42.0,3.0,1.1,50.0,2016-12-20 00:00,,1.04,54.0,123.0,,,,
大寮,高雄市,153.0,細懸浮微粒,對所有族群不良,3.2,0.67,2.5,25.0,97,58,37.0,40.0,3.0,0.8,47.0,2016-12-20 00:00,,0.86,58.0,111.0,,,,
林園,高雄市,128.0,細懸浮微粒,對敏感族群不良,6.2,0.51,11,48.0,66,44,30.0,31.0,1.1,1.3,32.0,2016-12-20 00:00,,0.58,46.0,67.0,,,,
楠梓,高雄市,124.0,細懸浮微粒,對敏感族群不良,2.6,0.45,9.9,22.0,116,33,28.0,30.0,2.3,1.7,45.0,2016-12-20 00:00,,0.64,45.0,119.0,,,,
左營,高雄市,154.0,細懸浮微粒,對所有族群不良,3.2,0.58,16,33.0,90,58,23.0,23.0,-0.1,1.4,341.0,2016-12-20 00:00,,0.6,61.0,97.0,,,,
前金,高雄市,153.0,細懸浮微粒,對所有族群不良,3.2,0.59,19,34.0,103,53,24.0,25.0,0.9,1.3,333.0,2016-12-20 00:00,,0.73,58.0,105.0,,,,
前鎮,高雄市,142.0,細懸浮微粒,對敏感族群不良,4.9,1.33,2.7,26.0,113,58,53.0,63.0,9.8,1.1,31.0,2016-12-20 00:00,,1.07,51.0,109.0,,,,
小港,高雄市,94.0,懸浮微粒,普通,3.8,0.86,7.3,18.0,122,nan,44.0,51.0,6.9,1.1,35.0,2016-12-20 00:00,,0.84,nan,116.0,,,,
屏東,屏東縣,156.0,細懸浮微粒,對所有族群不良,2.9,0.56,15,34.0,90,62,25.0,27.0,1.6,1.1,32.0,2016-12-20 00:00,,0.9,64.0,113.0,,,,
潮州,屏東縣,85.0,細懸浮微粒,普通,1.1,0.46,26,52.0,60,25,17.0,18.0,1.2,1.4,52.0,2016-12-20 00:00,,0.46,29.0,67.0,,,,
恆春,屏東縣,43.0,nan,良好,1.6,0.12,43,46.0,21,7,1.7,2.6,1.0,6.3,44.0,2016-12-20 00:00,,0.12,8.0,18.0,,,,
臺東,臺東縣,25.0,nan,良好,0.7,0.18,24,27.0,19,6,3.1,4.3,1.2,2.8,290.0,2016-12-20 00:00,,0.31,7.0,24.0,,,,
花蓮,花蓮縣,41.0,nan,良好,1.4,0.21,19,19.0,16,9,5.7,5.5,-0.2,2.0,248.0,2016-12-20 00:00,,0.48,13.0,23.0,,,,
陽明,臺北市,36.0,nan,良好,1.0,0.13,39,39.0,6,2,0.5,1.2,0.7,nan,nan,2016-12-20 00:00,,0.14,3.0,5.0,,,,
宜蘭,宜蘭縣,28.0,nan,良好,3.0,0.32,11,17.0,28,11,11.0,12.0,1.6,0.7,190.0,2016-12-20 00:00,,0.51,9.0,27.0,,,,
冬山,宜蘭縣,22.0,nan,良好,0.6,0.27,12,12.0,23,5,7.3,9.9,2.6,0.8,140.0,2016-12-20 00:00,,0.36,3.0,24.0,,,,
三重,新北市,59.0,二氧化氮,普通,7.8,4.27,-,nan,64,14,61.0,259.0,198.0,nan,nan,2016-12-20 00:00,,2.52,9.0,44.0,,,,
中壢,桃園市,118.0,細懸浮微粒,對敏感族群不良,4.4,2.32,3.7,16.0,104,53,52.0,90.0,38.0,0.7,198.0,2016-12-20 00:00,,2.48,42.0,89.0,,,,
竹山,南投縣,145.0,細懸浮微粒,對敏感族群不良,2.0,0.67,5.1,25.0,79,56,28.0,30.0,2.0,1.0,332.0,2016-12-20 00:00,,0.65,52.0,88.0,,,,
永和,新北市,40.0,nan,良好,3.8,2.0,2.1,11.0,40,22,35.0,89.0,54.0,0.7,157.0,2016-12-20 00:00,,1.38,12.0,23.0,,,,
復興,高雄市,151.0,細懸浮微粒,對所有族群不良,6.0,1.39,3,24.0,97,58,45.0,57.0,12.0,0.9,290.0,2016-12-20 00:00,,1.45,55.0,99.0,,,,
埔里,南投縣,86.0,細懸浮微粒,普通,5.3,0.57,8.4,23.0,50,26,27.0,28.0,1.2,0.9,297.0,2016-12-20 00:00,,0.88,30.0,55.0,,,,
馬祖,連江縣,54.0,細懸浮微粒,普通,1.9,0.16,43,45.0,31,15,6.4,7.1,0.6,2.9,127.0,2016-12-20 00:00,,0.18,17.0,34.0,,,,
馬公,澎湖縣,57.0,細懸浮微粒,普通,2.4,0.16,43,47.0,28,15,4.4,5.3,0.9,2.9,110.0,2016-12-20 00:00,,0.19,18.0,31.0,,,,
關山,臺東縣,19.0,nan,良好,1.3,nan,13,21.0,18,5,4.2,5.0,0.8,0.8,50.0,2016-12-20 00:00,,nan,6.0,19.0,,,,
麥寮,雲林縣,94.0,細懸浮微粒,普通,3.6,0.28,20,42.0,71,30,14.0,14.0,0.1,1.7,39.0,2016-12-20 00:00,,0.26,33.0,68.0,,,,
新店,新北市,52.0,細懸浮微粒,普通,1.8,0.47,4.7,13.0,19,12,20.0,24.0,3.9,0.7,145.0,2016-12-20 01:00,,0.64,16.0,20.0,,,,
土城,新北市,66.0,細懸浮微粒,普通,5.3,0.98,2,6.0,64,37,30.0,79.0,49.0,0.7,160.0,2016-12-20 01:00,,0.96,22.0,40.0,,,,
板橋,新北市,83.0,細懸浮微粒,普通,6.6,0.88,0.7,4.0,67,31,34.0,52.0,18.0,0.6,257.0,2016-12-20 01:00,,1.04,28.0,61.0,,,,
新莊,新北市,70.0,細懸浮微粒,普通,7.1,1.72,0.6,5.0,63,33,35.0,93.0,58.0,0.4,181.0,2016-12-20 01:00,,1.27,23.0,52.0,,,,
菜寮,新北市,61.0,細懸浮微粒,普通,7.5,2.52,1.8,6.0,83,41,49.0,145.0,96.0,0.6,246.0,2016-12-20 01:00,,1.42,20.0,42.0,,,,
林口,新北市,38.0,nan,良好,1.7,0.28,27,20.0,28,11,13.0,14.0,1.5,2.7,123.0,2016-12-20 01:00,,0.4,12.0,31.0,,,,
淡水,新北市,44.0,nan,良好,2.9,0.87,2.4,11.0,28,15,27.0,42.0,15.0,nan,nan,2016-12-20 01:00,,0.71,14.0,27.0,,,,
汐止,新北市,30.0,nan,良好,1.9,0.33,14,14.0,15,11,18.0,21.0,2.9,1.4,46.0,2016-12-20 01:00,,0.45,9.0,14.0,,,,
萬里,新北市,18.0,nan,良好,0.7,0.14,19,18.0,10,4,3.6,4.6,1.0,2.2,193.0,2016-12-20 01:00,,0.2,6.0,13.0,,,,
大同,臺北市,38.0,nan,良好,4.4,2.15,-,nan,41,6,40.0,100.0,61.0,nan,nan,2016-12-20 01:00,,1.94,7.0,36.0,,,,
桃園,桃園市,95.0,細懸浮微粒,普通,9.6,1.21,1.7,4.0,67,37,35.0,62.0,27.0,0.6,117.0,2016-12-20 01:00,,1.37,33.0,63.0,,,,
冬山,宜蘭縣,21.0,nan,良好,1.6,0.28,9.9,11.0,21,ND,9.9,13.0,3.2,0.6,91.0,2016-12-20 01:00,,0.35,2.0,23.0,,,,
三重,新北市,56.0,二氧化氮,普通,6.9,3.9,-,nan,88,28,59.0,240.0,182.0,nan,nan,2016-12-20 01:00,,2.83,12.0,51.0,,,,
中壢,桃園市,126.0,細懸浮微粒,對敏感族群不良,6.3,1.44,6.9,10.0,113,54,41.0,56.0,15.0,1.0,200.0,2016-12-20 01:00,,2.5,45.0,93.0,,,,
竹山,南投縣,144.0,細懸浮微粒,對敏感族群不良,1.5,0.5,8.5,18.0,69,50,21.0,22.0,1.5,1.0,162.0,2016-12-20 01:00,,0.65,52.0,84.0,,,,
永和,新北市,43.0,nan,良好,2.3,1.05,4.5,8.0,32,17,31.0,52.0,21.0,1.4,101.0,2016-12-20 01:00,,1.43,13.0,26.0,,,,
基隆,基隆市,27.0,nan,良好,1.0,0.19,27,29.0,6,ND,9.5,11.0,1.3,2.0,88.0,2016-12-20 03:00,,0.24,3.0,7.0,,,,
汐止,新北市,28.0,nan,良好,1.3,0.2,23,13.0,10,5,11.0,13.0,1.4,1.4,45.0,2016-12-20 03:00,,0.42,9.0,14.0,,,,
萬里,新北市,17.0,nan,良好,2.1,0.13,22,18.0,13,2,3.5,4.5,1.1,2.2,197.0,2016-12-20 03:00,,0.17,5.0,13.0,,,,
新店,新北市,42.0,nan,良好,1.8,0.44,9.1,8.0,16,10,19.0,27.0,7.9,1.2,154.0,2016-12-20 03:00,,0.61,13.0,18.0,,,,
土城,新北市,73.0,細懸浮微粒,普通,2.3,0.46,14,4.0,42,23,19.0,34.0,15.0,2.4,274.0,2016-12-20 03:00,,0.96,24.0,46.0,,,,
板橋,新北市,72.0,細懸浮微粒,普通,3.4,0.53,8,3.0,36,15,28.0,31.0,3.0,0.9,63.0,2016-12-20 03:00,,1.0,24.0,54.0,,,,
新莊,新北市,75.0,細懸浮微粒,普通,3.9,0.82,3.1,3.0,45,21,32.0,48.0,16.0,1.3,32.0,2016-12-20 03:00,,1.37,25.0,51.0,,,,
林口,新北市,42.0,nan,良好,2.2,0.37,20,20.0,36,15,19.0,20.0,0.9,4.1,120.0,2016-12-20 03:00,,0.4,13.0,30.0,,,,
淡水,新北市,44.0,nan,良好,1.1,0.13,33,10.0,24,13,3.6,4.7,1.1,nan,nan,2016-12-20 03:00,,0.7,14.0,27.0,,,,
士林,臺北市,31.0,nan,良好,1.6,0.11,37,33.0,20,2,2.8,3.4,0.6,2.0,108.0,2016-12-20 03:00,,0.21,6.0,14.0,,,,
中山,臺北市,24.0,nan,良好,0.6,0.21,30,13.0,19,11,7.3,9.6,2.3,2.2,117.0,2016-12-20 03:00,,0.6,7.0,14.0,,,,
萬華,臺北市,32.0,nan,良好,1.0,0.2,29,11.0,27,11,9.0,10.0,1.2,2.2,104.0,2016-12-20 03:00,,0.63,10.0,23.0,,,,
士林,臺北市,29.0,nan,良好,0.7,0.17,34,31.0,10,8,5.2,5.8,0.6,1.1,129.0,2016-12-20 01:00,,0.26,7.0,11.0,,,,
中山,臺北市,21.0,nan,良好,1.2,0.41,15,7.0,10,8,22.0,25.0,3.0,1.9,132.0,2016-12-20 01:00,,0.82,6.0,12.0,,,,
萬華,臺北市,28.0,nan,良好,3.8,0.98,9.8,6.0,22,12,30.0,53.0,24.0,1.8,98.0,2016-12-20 01:00,,0.75,7.0,21.0,,,,
古亭,臺北市,43.0,nan,良好,1.6,0.72,6.5,9.0,30,12,27.0,38.0,11.0,1.8,120.0,2016-12-20 01:00,,0.96,13.0,26.0,,,,
松山,臺北市,20.0,nan,良好,2.5,0.38,16,9.0,7,ND,18.0,21.0,3.0,1.0,81.0,2016-12-20 01:00,,0.63,6.0,17.0,,,,
大園,桃園市,137.0,細懸浮微粒,對敏感族群不良,6.5,1.3,3.2,18.0,106,61,49.0,76.0,27.0,2.1,148.0,2016-12-20 01:00,,0.83,50.0,81.0,,,,
觀音,桃園市,120.0,細懸浮微粒,對敏感族群不良,10.0,0.85,2,25.0,72,46,61.0,72.0,12.0,1.7,112.0,2016-12-20 01:00,,0.51,43.0,69.0,,,,
