SiteName,County,AQI,Pollutant,Status,SO2,CO,O3,O3_8hr,PM10,PM2.5,NO2,NOx,NO,WindSpeed,WindDirec,DataCreationDate,Unit,CO_8hr,PM2.5_AVG,PM10_AVG,SO2_AVG,Longitude,Latitude,SiteId
基隆,基隆市,58.0,細懸浮微粒,普通,4.1,0.32,8.6,16.0,33.0,23.0,21.0,22.0,1.2,1.9,255.0,2017-08-18 02:00,,0.3,18.0,23.0,,,,
汐止,新北市,74.0,細懸浮微粒,普通,2.4,0.34,6.6,16.0,28.0,25.0,20.0,22.0,1.6,1.0,212.0,2017-08-18 02:00,,0.4,25.0,30.0,,,,
萬里,新北市,69.0,細懸浮微粒,普通,4.2,0.38,8.2,19.0,35.0,24.0,16.0,17.0,0.8,2.3,216.0,2017-08-18 02:00,,0.2,23.0,30.0,,,,
新店,新北市,82.0,細懸浮微粒,普通,1.4,0.2,11,15.0,37.0,25.0,8.8,9.8,1.0,1.1,191.0,2017-08-18 02:00,,0.4,28.0,39.0,,,,
土城,新北市,71.0,細懸浮微粒,普通,4.4,0.34,2.2,5.0,38.0,23.0,21.0,28.0,7.5,1.2,159.0,2017-08-18 02:00,,0.5,24.0,39.0,,,,
板橋,新北市,61.0,細懸浮微粒,普通,6.3,0.37,1.1,7.0,45.0,21.0,24.0,29.0,4.5,1.7,254.0,2017-08-18 02:00,,0.5,20.0,41.0,,,,
新莊,新北市,58.0,細懸浮微粒,普通,7.9,0.4,2.5,10.0,35.0,16.0,26.0,29.0,3.2,1.1,243.0,2017-08-18 02:00,,0.4,18.0,35.0,,,,
菜寮,新北市,68.0,細懸浮微粒,普通,5.8,0.14,13,12.0,31.0,20.0,13.0,15.0,1.8,2.3,288.0,2017-08-18 02:00,,0.5,22.0,36.0,,,,
林口,新北市,57.0,細懸浮微粒,普通,8.2,0.16,6.4,20.0,40.0,23.0,24.0,25.0,1.4,1.2,258.0,2017-08-18 02:00,,0.2,18.0,34.0,,,,
淡水,新北市,51.0,細懸浮微粒,普通,4.2,0.18,11,25.0,27.0,15.0,13.0,15.0,1.8,,,2017-08-18 02:00,,0.2,16.0,30.0,,,,
士林,臺北市,63.0,細懸浮微粒,普通,6.4,0.14,16,19.0,26.0,21.0,13.0,14.0,1.1,1.3,255.0,2017-08-18 02:00,,0.4,20.0,31.0,,,,
中山,臺北市,66.0,細懸浮微粒,普通,9.2,0.29,6.7,8.0,41.0,25.0,21.0,24.0,3.4,0.7,94.0,2017-08-18 02:00,,0.7,22.0,43.0,,,,
基隆,基隆市,61.0,細懸浮微粒,普通,3.2,0.27,2.6,8.0,25.0,21,18.0,23.0,4.7,1.4,224.0,2017-08-18 06:00,,0.3,20.0,25.0,,,,
汐止,新北市,73.0,細懸浮微粒,普通,2.3,0.34,4.8,8.0,29.0,24,19.0,29.0,10.0,1.0,206.0,2017-08-18 06:00,,0.3,25.0,31.0,,,,
基隆,基隆市,52.0,細懸浮微粒,普通,2.9,0.3,11,24.0,27.0,21.0,16.0,19.0,2.7,1.6,254.0,2017-08-18 00:00,,0.3,16.0,19.0,,,,
汐止,新北市,77.0,細懸浮微粒,普通,0.8,0.36,12,24.0,28.0,22.0,16.0,19.0,2.7,1.1,261.0,2017-08-18 00:00,,0.3,26.0,32.0,,,,
萬里,新北市,73.0,細懸浮微粒,普通,3.5,0.24,14,30.0,29.0,22.0,9.8,11.0,0.8,2.7,211.0,2017-08-18 00:00,,0.2,24.0,30.0,,,,
新店,新北市,90.0,細懸浮微粒,普通,0.5,0.24,14,20.0,39.0,24.0,9.4,11.0,1.6,1.6,212.0,2017-08-18 00:00,,0.4,31.0,40.0,,,,
土城,新北市,75.0,細懸浮微粒,普通,4.3,0.52,2.3,13.0,40.0,23.0,23.0,35.0,12.0,0.9,264.0,2017-08-18 00:00,,0.5,25.0,41.0,,,,
花蓮,花蓮縣,40.0,,良好,2.1,0.22,11,19.0,21.0,13.0,8.9,11.0,2.1,2.0,282.0,2017-08-18 00:00,,0.3,12.0,24.0,,,,
陽明,臺北市,,,設備維護,1.6,0.21,35,,31.0,27.0,,,,,,2017-08-18 00:00,,,,,,,,
宜蘭,宜蘭縣,39.0,,良好,0.4,0.18,23,27.0,28.0,10.0,6.0,6.4,0.4,1.0,208.0,2017-08-18 00:00,,0.2,12.0,31.0,,,,
冬山,宜蘭縣,64.0,細懸浮微粒,普通,1.9,0.17,20,26.0,29.0,16.0,4.7,5.9,1.3,1.3,169.0,2017-08-18 00:00,,0.2,21.0,37.0,,,,
板橋,新北市,60.0,細懸浮微粒,普通,6.6,0.54,0.9,16.0,41.0,21.0,28.0,40.0,12.0,1.7,232.0,2017-08-18 00:00,,0.5,19.0,40.0,,,,
新莊,新北市,59.0,細懸浮微粒,普通,12.0,0.51,5.5,16.0,37.0,22.0,29.0,32.0,2.6,1.1,240.0,2017-08-18 00:00,,0.4,19.0,35.0,,,,
菜寮,新北市,66.0,細懸浮微粒,普通,6.6,0.57,3.7,18.0,44.0,30.0,33.0,41.0,8.0,1.9,288.0,2017-08-18 00:00,,0.5,22.0,36.0,,,,
林口,新北市,52.0,細懸浮微粒,普通,7.7,0.16,12,24.0,34.0,18.0,24.0,25.0,0.7,1.3,292.0,2017-08-18 00:00,,0.1,16.0,33.0,,,,
淡水,新北市,51.0,細懸浮微粒,普通,6.6,0.16,22,29.0,35.0,16.0,13.0,13.0,0.1,,,2017-08-18 00:00,,0.2,16.0,32.0,,,,
士林,臺北市,64.0,細懸浮微粒,普通,1.8,0.6,6.1,26.0,31.0,16.0,22.0,25.0,3.3,1.1,294.0,2017-08-18 00:00,,0.4,21.0,35.0,,,,
中山,臺北市,69.0,細懸浮微粒,普通,2.9,0.55,6.1,12.0,37.0,17.0,24.0,26.0,2.5,0.9,127.0,2017-08-18 00:00,,0.8,23.0,46.0,,,,
萬華,臺北市,76.0,細懸浮微粒,普通,4.2,0.77,4,11.0,34.0,15.0,25.0,36.0,11.0,0.7,255.0,2017-08-18 00:00,,1.0,26.0,43.0,,,,
古亭,臺北市,74.0,細懸浮微粒,普通,2.4,0.37,11,18.0,22.0,17.0,16.0,19.0,3.8,1.3,177.0,2017-08-18 00:00,,0.6,25.0,37.0,,,,
松山,臺北市,65.0,細懸浮微粒,普通,1.2,0.47,11,23.0,29.0,16.0,19.0,28.0,9.2,1.6,202.0,2017-08-18 00:00,,0.4,21.0,31.0,,,,
大同,臺北市,44.0,,良好,6.8,2.72,-,,43.0,12.0,31.0,91.0,60.0,,,2017-08-18 00:00,,1.8,12.0,48.0,,,,
桃園,桃園市,62.0,細懸浮微粒,普通,6.3,0.25,9.6,19.0,38.0,18.0,20.0,22.0,2.6,1.4,302.0,2017-08-18 00:00,,0.3,20.0,34.0,,,,
大園,桃園市,42.0,,良好,3.5,0.14,19,24.0,30.0,12.0,8.3,8.9,0.6,1.3,233.0,2017-08-18 00:00,,0.1,13.0,26.0,,,,
觀音,桃園市,46.0,,良好,2.4,0.09,21,22.0,34.0,12.0,5.0,5.2,0.2,1.4,248.0,2017-08-18 00:00,,0.1,14.0,26.0,,,,
平鎮,桃園市,40.0,,良好,3.5,0.23,6.6,15.0,37.0,13.0,19.0,22.0,2.2,1.1,240.0,2017-08-18 00:00,,0.2,12.0,32.0,,,,
龍潭,桃園市,70.0,細懸浮微粒,普通,2.6,0.23,11,15.0,40.0,29.0,12.0,14.0,2.6,1.2,274.0,2017-08-18 00:00,,0.3,23.0,44.0,,,,
湖口,新竹縣,52.0,細懸浮微粒,普通,2.3,0.15,15,25.0,23.0,16.0,12.0,13.0,1.2,1.0,250.0,2017-08-18 00:00,,0.1,16.0,23.0,,,,
竹東,新竹縣,49.0,,良好,1.0,0.19,11,20.0,26.0,13.0,6.9,7.5,0.6,1.0,129.0,2017-08-18 00:00,,0.2,15.0,24.0,,,,
新竹,新竹市,29.0,,良好,1.6,0.28,7.7,20.0,15.0,11.0,16.0,17.0,1.1,0.7,203.0,2017-08-18 00:00,,0.2,9.0,17.0,,,,
頭份,苗栗縣,52.0,細懸浮微粒,普通,9.0,0.2,4.6,16.0,38.0,22.0,19.0,21.0,2.2,1.7,215.0,2017-08-18 00:00,,0.2,16.0,27.0,,,,
苗栗,苗栗縣,52.0,細懸浮微粒,普通,2.7,0.22,11,14.0,25.0,11.0,11.0,12.0,1.3,1.5,182.0,2017-08-18 00:00,,0.3,16.0,30.0,,,,
