SiteName,County,AQI,Pollutant,Status,SO2,CO,O3,O3_8hr,PM10,PM2.5,NO2,NOx,NO,WindSpeed,WindDirec,DataCreationDate,Unit,CO_8hr,PM2.5_AVG,PM10_AVG,SO2_AVG,Longitude,Latitude,SiteId
基隆,基隆市,82.0,細懸浮微粒,普通,2.3,0.3,50,50.0,41,27,2.2,3.0,0.8,2.4,86.0,2016-12-06 05:00,,0.34,28.0,42.0,,,,
汐止,新北市,89.0,細懸浮微粒,普通,1.9,0.32,48,42.0,51,27,4.4,4.8,0.4,2.0,49.0,2016-12-06 05:00,,0.41,31.0,57.0,,,,
萬里,新北市,96.0,細懸浮微粒,普通,2.6,0.31,53,57.0,67,49,2.6,3.4,0.9,9.1,43.0,2016-12-06 05:00,,0.3,34.0,66.0,,,,
新店,新北市,92.0,細懸浮微粒,普通,2.2,0.34,46,44.0,50,29,6.7,7.5,0.8,1.4,95.0,2016-12-06 05:00,,0.41,32.0,52.0,,,,
土城,新北市,74.0,細懸浮微粒,普通,2.4,0.32,47,40.0,53,26,5.7,6.5,0.8,1.5,207.0,2016-12-06 05:00,,0.44,25.0,57.0,,,,
板橋,新北市,74.0,細懸浮微粒,普通,2.7,0.36,47,36.0,58,23,5.6,6.4,0.8,2.4,55.0,2016-12-06 05:00,,0.57,25.0,58.0,,,,
新莊,新北市,69.0,細懸浮微粒,普通,2.2,0.31,45,35.0,54,21,6.4,7.9,1.5,4.1,65.0,2016-12-06 05:00,,0.46,23.0,55.0,,,,
菜寮,新北市,72.0,細懸浮微粒,普通,2.5,0.33,47,42.0,53,24,4.7,6.2,1.5,2.5,78.0,2016-12-06 05:00,,0.45,24.0,52.0,,,,
林口,新北市,86.0,細懸浮微粒,普通,2.3,0.29,46,49.0,63,27,5.5,6.8,1.3,4.2,56.0,2016-12-06 05:00,,0.3,30.0,73.0,,,,
淡水,新北市,79.0,細懸浮微粒,普通,2.4,0.33,44,47.0,58,28,2.3,3.6,1.3,nan,nan,2016-12-06 05:00,,0.34,27.0,58.0,,,,
士林,臺北市,76.0,細懸浮微粒,普通,2.0,0.31,49,51.0,42,27,3.1,4.7,1.6,1.4,113.0,2016-12-06 05:00,,0.32,26.0,42.0,,,,
