SiteName,County,AQI,Pollutant,Status,SO2,CO,O3,O3_8hr,PM10,PM2.5,NO2,NOx,NO,WindSpeed,WindDirec,DataCreationDate,Unit,CO_8hr,PM2.5_AVG,PM10_AVG,SO2_AVG,Longitude,Latitude,SiteId
基隆,基隆市,58,細懸浮微粒,普通,0.9,0.21,50,47.0,27.0,16,1.7,2.6,0.9,2.9,92.0,2017-09-29 02:00,,0.3,18,26.0,1,,,
汐止,新北市,51,細懸浮微粒,普通,1.7,0.21,49,36.0,11.0,10,7.7,9.5,1.8,1.2,32.0,2017-09-29 02:00,,0.3,16,22.0,2,,,
萬里,新北市,72,細懸浮微粒,普通,1.6,0.18,56,52.0,71.0,27,1.9,2.6,0.6,2.3,89.0,2017-09-29 02:00,,0.2,24,48.0,2,,,
新店,新北市,73,細懸浮微粒,普通,1.8,0.22,29,23.0,31.0,21,5.9,6.2,0.3,1.4,139.0,2017-09-29 02:00,,0.4,24,38.0,2,,,
土城,新北市,64,細懸浮微粒,普通,2.0,0.24,37,27.0,20.0,12,7.2,7.9,0.7,1.4,359.0,2017-09-29 02:00,,0.4,21,34.0,2,,,
板橋,新北市,54,細懸浮微粒,普通,2.8,0.28,43,29.0,19.0,13,7.3,8.7,1.4,1.5,81.0,2017-09-29 02:00,,0.5,17,34.0,3,,,
新莊,新北市,46,,良好,1.7,0.31,45,33.0,21.0,7,7.7,8.5,0.8,2.6,50.0,2017-09-29 02:00,,0.4,14,36.0,2,,,
菜寮,新北市,51,細懸浮微粒,普通,2.8,0.26,41,37.0,21.0,9,6.6,7.3,0.6,3.0,94.0,2017-09-29 02:00,,0.4,16,32.0,3,,,
林口,新北市,82,細懸浮微粒,普通,2.4,0.21,44,37.0,58.0,23,6.2,6.0,-0.2,3.0,118.0,2017-09-29 02:00,,0.2,28,49.0,2,,,
淡水,新北市,45,,良好,2.9,0.21,32,28.0,19.0,12,3.7,5.8,2.1,,,2017-09-29 02:00,,0.4,14,32.0,3,,,
士林,臺北市,49,,良好,2.8,0.2,43,33.0,18.0,10,5.0,5.6,0.6,2.8,104.0,2017-09-29 02:00,,0.3,15,27.0,3,,,
中山,臺北市,68,細懸浮微粒,普通,2.4,0.28,36,25.0,22.0,14,8.8,10.0,1.3,1.1,246.0,2017-09-29 02:00,,0.6,23,37.0,2,,,
