SiteName,County,AQI,Pollutant,Status,SO2,CO,O3,O3_8hr,PM10,PM2.5,NO2,NOx,NO,WindSpeed,WindDirec,DataCreationDate,Unit,CO_8hr,PM2.5_AVG,PM10_AVG,SO2_AVG,Longitude,Latitude,SiteId
新港,嘉義縣,72,細懸浮微粒,普通,1.5,0.36,11,12.0,50,23.0,15.0,21.0,5.8,1.4,185.0,2017-10-01 07:00,,0.4,24,56,2,,,
朴子,嘉義縣,45,,良好,2.6,0.46,17,22.0,51,12.0,11.0,14.0,3.2,1.6,203.0,2017-10-01 07:00,,0.3,12,49,3,,,
臺西,雲林縣,84,細懸浮微粒,普通,2.2,0.26,16,21.0,55,27.0,8.8,10.0,1.4,1.8,172.0,2017-10-01 07:00,,0.3,29,54,2,,,
永和,新北市,44,,良好,0.8,0.21,36,32.0,19,8.0,5.6,6.7,1.1,1.2,134.0,2017-10-01 02:00,,0.4,14,20,1,,,
復興,高雄市,58,細懸浮微粒,普通,3.6,0.46,27,38.0,40,13.0,17.0,18.0,1.0,1.1,111.0,2017-10-01 02:00,,0.5,19,38,4,,,
埔里,南投縣,91,細懸浮微粒,普通,1.6,0.22,24,33.0,42,30.0,6.0,6.5,0.5,0.9,127.0,2017-10-01 02:00,,0.4,32,48,2,,,
馬祖,連江縣,70,細懸浮微粒,普通,2.6,0.17,40,46.0,35,26.0,1.7,1.8,0.1,3.0,31.0,2017-10-01 02:00,,0.2,23,40,3,,,
金門,金門縣,59,細懸浮微粒,普通,3.8,0.23,29,38.0,44,19.0,10.0,10.0,0.1,0.4,329.0,2017-10-01 02:00,,0.3,19,40,4,,,
馬公,澎湖縣,53,細懸浮微粒,普通,2.4,0.17,38,38.0,31,12.0,2.8,3.4,0.6,0.7,263.0,2017-10-01 02:00,,0.2,16,36,2,,,
關山,臺東縣,29,,良好,0.9,,10,12.0,23,8.0,1.5,1.9,0.4,0.5,344.0,2017-10-01 02:00,,,9,22,1,,,
麥寮,雲林縣,80,細懸浮微粒,普通,2.1,0.28,22,35.0,62,28.0,8.6,9.6,0.9,2.1,152.0,2017-10-01 02:00,,0.3,27,57,2,,,
嘉義,嘉義市,38,,良好,2.8,0.23,22,19.0,42,7.0,6.5,7.3,0.7,2.1,101.0,2017-10-01 07:00,,0.2,12,37,3,,,
中山,臺北市,47,,良好,1.2,0.4,18,13.0,25,16,13.0,14.0,0.7,0.9,233.0,2017-10-01 03:00,,0.6,15,39,1,,,
萬華,臺北市,37,,良好,0.7,0.43,27,19.0,26,16,9.9,14.0,4.3,0.8,115.0,2017-10-01 03:00,,0.8,11,28,1,,,
古亭,臺北市,40,,良好,0.9,0.28,32,30.0,13,15,5.1,6.0,0.9,1.1,95.0,2017-10-01 03:00,,0.3,12,16,1,,,
松山,臺北市,49,,良好,3.5,0.29,18,15.0,15,15,11.0,13.0,2.1,0.9,64.0,2017-10-01 03:00,,0.5,15,16,4,,,
恆春,屏東縣,36,,良好,3.2,0.11,36,38.0,29,7.0,2.1,3.1,1.0,3.8,34.0,2017-10-01 08:00,,0.1,11,31,3,,,
臺東,臺東縣,28,,良好,0.8,0.25,17,16.0,25,8.0,2.4,5.0,2.6,1.0,330.0,2017-10-01 08:00,,0.2,9,29,1,,,
花蓮,花蓮縣,51,細懸浮微粒,普通,1.8,0.18,16,16.0,21,14.0,3.2,4.3,1.2,2.7,225.0,2017-10-01 08:00,,0.2,16,23,2,,,
陽明,臺北市,34,,良好,1.6,0.13,33,33.0,16,10.0,1.0,1.1,0.1,,,2017-10-01 08:00,,0.1,11,14,2,,,
宜蘭,宜蘭縣,38,,良好,1.3,0.38,21,19.0,38,7.0,4.7,5.9,1.3,0.9,179.0,2017-10-01 08:00,,0.3,12,38,1,,,
彰化,彰化縣,110,細懸浮微粒,對敏感族群不良,10.0,0.33,23,25.0,50,43,10.0,10.0,0.3,2.9,125.0,2017-10-01 03:00,,0.4,39,57,10,,,
線西,彰化縣,87,細懸浮微粒,普通,2.7,0.42,21,30.0,58,33,13.0,14.0,1.0,2.3,160.0,2017-10-01 03:00,,0.4,30,56,3,,,
二林,彰化縣,84,細懸浮微粒,普通,1.9,0.31,8.9,17.0,49,22,12.0,14.0,1.3,2.1,134.0,2017-10-01 03:00,,0.4,29,53,2,,,
南投,南投縣,67,細懸浮微粒,普通,1.2,0.29,6.6,15.0,47,22,12.0,13.0,0.8,1.5,167.0,2017-10-01 03:00,,0.4,22,51,1,,,
斗六,雲林縣,60,細懸浮微粒,普通,3.4,0.21,21,31.0,29,20,8.8,9.2,0.5,1.5,116.0,2017-10-01 03:00,,0.4,19,38,3,,,
崙背,雲林縣,83,細懸浮微粒,普通,2.2,0.28,22,24.0,48,34,8.7,9.0,0.3,2.0,126.0,2017-10-01 03:00,,0.3,28,51,2,,,
新港,嘉義縣,67,細懸浮微粒,普通,0.8,0.38,7.9,13.0,54,26,13.0,14.0,1.5,1.4,142.0,2017-10-01 03:00,,0.5,22,56,1,,,
朴子,嘉義縣,45,,良好,2.0,0.26,14,40.0,44,7,10.0,11.0,0.9,2.1,148.0,2017-10-01 03:00,,0.3,10,49,2,,,
崙背,雲林縣,72,細懸浮微粒,普通,3.4,0.26,28,19.0,35,20.0,8.6,9.8,1.2,2.2,189.0,2017-10-01 08:00,,0.3,24,44,3,,,
竹東,新竹縣,48,,良好,3.7,0.33,25,23.0,35,18.0,8.7,11.0,2.0,1.4,140.0,2017-10-01 08:00,,0.3,15,32,4,,,
新竹,新竹市,57,細懸浮微粒,普通,2.1,0.41,25,16.0,28,15.0,18.0,20.0,2.8,0.8,10.0,2017-10-01 08:00,,0.3,18,30,2,,,
頭份,苗栗縣,85,細懸浮微粒,普通,1.9,0.4,26,27.0,45,29.0,9.8,13.0,2.8,1.1,100.0,2017-10-01 08:00,,0.3,29,48,2,,,
苗栗,苗栗縣,89,細懸浮微粒,普通,2.4,0.39,23,22.0,43,27.0,8.6,11.0,1.9,0.6,241.0,2017-10-01 08:00,,0.4,31,48,2,,,
三義,苗栗縣,65,細懸浮微粒,普通,0.3,0.25,24,20.0,26,17.0,5.4,7.1,1.7,1.4,210.0,2017-10-01 08:00,,0.2,21,34,1,,,
豐原,臺中市,49,,良好,2.3,0.47,23,25.0,22,9.0,9.8,12.0,1.7,0.9,37.0,2017-10-01 08:00,,0.3,15,31,2,,,
沙鹿,臺中市,72,細懸浮微粒,普通,5.1,0.45,26,27.0,49,27.0,17.0,20.0,3.0,1.2,241.0,2017-10-01 08:00,,0.4,24,46,5,,,
大里,臺中市,55,細懸浮微粒,普通,2.0,0.44,16,15.0,36,8.0,8.5,12.0,3.0,1.5,263.0,2017-10-01 08:00,,0.4,17,49,2,,,
忠明,臺中市,78,細懸浮微粒,普通,2.2,0.42,17,19.0,23,23.0,12.0,16.0,4.2,1.4,197.0,2017-10-01 08:00,,0.4,27,33,2,,,
西屯,臺中市,71,細懸浮微粒,普通,2.0,0.33,21,18.0,41,22.0,12.0,15.0,3.6,1.5,192.0,2017-10-01 08:00,,0.4,24,42,2,,,
彰化,彰化縣,79,細懸浮微粒,普通,1.5,0.4,28,26.0,31,15.0,9.4,11.0,1.3,1.6,196.0,2017-10-01 08:00,,0.3,27,45,2,,,
線西,彰化縣,84,細懸浮微粒,普通,1.8,0.35,26,20.0,49,30.0,13.0,15.0,2.8,0.9,202.0,2017-10-01 08:00,,0.4,29,50,2,,,
二林,彰化縣,62,細懸浮微粒,普通,3.2,0.26,19,11.0,46,20.0,8.1,12.0,3.7,1.4,161.0,2017-10-01 08:00,,0.3,20,50,3,,,
南投,南投縣,65,細懸浮微粒,普通,1.2,0.36,14,9.0,44,22.0,7.8,11.0,3.0,1.2,170.0,2017-10-01 08:00,,0.3,21,47,1,,,
斗六,雲林縣,49,,良好,2.8,0.31,31,24.0,22,11.0,7.8,8.5,0.8,1.2,243.0,2017-10-01 08:00,,0.2,15,27,3,,,
新港,嘉義縣,70,細懸浮微粒,普通,3.3,0.37,17,13.0,58,20.0,14.0,19.0,5.7,1.1,151.0,2017-10-01 08:00,,0.4,23,56,3,,,
朴子,嘉義縣,46,,良好,3.0,0.37,23,19.0,54,20.0,10.0,13.0,3.3,1.7,176.0,2017-10-01 08:00,,0.3,14,50,3,,,
臺西,雲林縣,83,細懸浮微粒,普通,2.3,0.32,29,20.0,65,27.0,7.5,8.6,1.1,2.7,158.0,2017-10-01 08:00,,0.3,28,56,2,,,
嘉義,嘉義市,35,,良好,3.0,0.3,24,20.0,39,8.0,9.6,11.0,1.6,1.0,107.0,2017-10-01 08:00,,0.2,11,38,3,,,
新營,臺南市,60,細懸浮微粒,普通,2.2,0.34,21,17.0,43,18.0,7.6,9.7,2.1,0.9,149.0,2017-10-01 08:00,,0.3,19,42,2,,,
善化,臺南市,51,細懸浮微粒,普通,1.7,0.22,18,11.0,25,15.0,4.9,6.4,1.5,1.3,132.0,2017-10-01 08:00,,0.2,16,29,2,,,
安南,臺南市,65,細懸浮微粒,普通,2.1,0.44,31,24.0,55,25.0,14.0,16.0,2.2,1.9,118.0,2017-10-01 08:00,,0.3,21,42,2,,,
臺南,臺南市,62,細懸浮微粒,普通,2.9,0.42,36,30.0,43,20.0,9.0,12.0,2.5,1.7,151.0,2017-10-01 08:00,,0.4,20,39,3,,,
美濃,高雄市,71,細懸浮微粒,普通,1.9,0.41,17,15.0,47,23.0,6.4,8.6,2.2,0.6,148.0,2017-10-01 08:00,,0.3,24,45,2,,,
橋頭,高雄市,84,細懸浮微粒,普通,1.8,0.76,27,15.0,52,38.0,14.0,17.0,3.2,1.6,91.0,2017-10-01 08:00,,0.4,29,57,2,,,
仁武,高雄市,96,細懸浮微粒,普通,4.6,0.61,30,30.0,74,33.0,14.0,17.0,2.4,1.4,96.0,2017-10-01 08:00,,0.4,34,60,5,,,
鳳山,高雄市,77,細懸浮微粒,普通,3.4,0.58,23,21.0,61,32.0,13.0,16.0,2.3,1.8,86.0,2017-10-01 08:00,,0.5,26,59,3,,,
大寮,高雄市,93,細懸浮微粒,普通,4.7,0.46,14,8.0,61,32.0,11.0,18.0,6.4,2.1,77.0,2017-10-01 08:00,,0.5,32,61,5,,,
林園,高雄市,95,細懸浮微粒,普通,3.3,0.39,23,22.0,37,24.0,8.8,11.0,2.3,2.1,87.0,2017-10-01 08:00,,0.4,33,41,3,,,
楠梓,高雄市,71,細懸浮微粒,普通,2.1,0.41,27,24.0,54,26.0,14.0,15.0,1.7,0.6,69.0,2017-10-01 08:00,,0.4,24,57,2,,,
左營,高雄市,65,細懸浮微粒,普通,4.0,0.68,27,30.0,62,21.0,24.0,29.0,4.8,1.9,51.0,2017-10-01 08:00,,0.4,21,56,4,,,
前金,高雄市,66,細懸浮微粒,普通,4.7,0.71,29,35.0,53,28.0,22.0,24.0,2.7,0.9,185.0,2017-10-01 08:00,,0.4,22,46,5,,,
前鎮,高雄市,94,細懸浮微粒,普通,4.8,0.59,29,28.0,60,32.0,19.0,22.0,2.6,0.9,58.0,2017-10-01 08:00,,0.4,33,54,5,,,
基隆,基隆市,37,,良好,1.3,0.24,33,31.0,18,12.0,4.0,4.9,0.9,2.4,113.0,2017-10-01 09:00,,0.2,11,17,1,,,
臺西,雲林縣,69,細懸浮微粒,普通,1.8,0.41,11,34.0,53,27,13.0,14.0,0.8,2.5,154.0,2017-10-01 03:00,,0.2,23,48,2,,,
嘉義,嘉義市,60,細懸浮微粒,普通,3.0,0.2,19,16.0,25,12,6.5,6.7,0.2,1.0,113.0,2017-10-01 03:00,,0.4,19,36,3,,,
新營,臺南市,62,細懸浮微粒,普通,2.1,0.27,15,31.0,47,17,8.3,9.1,0.7,1.1,174.0,2017-10-01 03:00,,0.3,20,47,2,,,
善化,臺南市,60,細懸浮微粒,普通,1.8,0.22,12,20.0,36,16,6.6,7.9,1.3,0.5,152.0,2017-10-01 03:00,,0.3,19,40,2,,,
安南,臺南市,58,細懸浮微粒,普通,2.1,0.36,18,43.0,39,22,15.0,16.0,0.8,1.1,117.0,2017-10-01 03:00,,0.2,19,41,2,,,
臺南,臺南市,59,細懸浮微粒,普通,3.5,,19,42.0,35,18,,,,0.7,178.0,2017-10-01 03:00,,0.3,19,34,4,,,
美濃,高雄市,71,細懸浮微粒,普通,1.6,0.28,14,23.0,44,19,4.0,4.9,0.9,0.4,204.0,2017-10-01 03:00,,0.3,24,47,2,,,
橋頭,高雄市,82,細懸浮微粒,普通,2.0,0.32,13,25.0,74,32,14.0,15.0,1.5,1.4,81.0,2017-10-01 03:00,,0.4,28,64,2,,,
仁武,高雄市,65,細懸浮微粒,普通,5.4,0.38,32,39.0,65,31,9.7,11.0,0.8,1.3,96.0,2017-10-01 03:00,,0.4,21,52,5,,,
鳳山,高雄市,74,細懸浮微粒,普通,2.4,0.44,21,31.0,76,35,13.0,14.0,0.9,1.5,68.0,2017-10-01 03:00,,0.5,25,61,2,,,
大園,桃園市,46,,良好,5.2,0.36,39,24.0,28,17.0,13.0,16.0,2.7,1.6,184.0,2017-10-01 09:00,,0.3,14,30,5,,,
基隆,基隆市,31,,良好,1.3,0.19,38,33.0,12.0,8.0,3.0,3.7,0.7,3.1,158.0,2017-10-01 13:00,,0.2,9,14,1,,,
永和,新北市,48,,良好,1.2,0.82,30,26.0,25,21.0,16.0,28.0,12.0,1.4,70.0,2017-10-01 09:00,,0.5,15,22,1,,,
復興,高雄市,75,細懸浮微粒,普通,4.0,0.67,45,28.0,52,35.0,14.0,16.0,2.1,1.1,114.0,2017-10-01 09:00,,0.6,25,47,4,,,
埔里,南投縣,69,細懸浮微粒,普通,1.1,0.25,25,19.0,30,22.0,5.9,7.9,2.0,1.2,154.0,2017-10-01 09:00,,0.2,23,35,1,,,
馬祖,連江縣,67,細懸浮微粒,普通,3.6,0.27,32,35.0,45,26.0,3.8,5.0,1.3,3.5,26.0,2017-10-01 09:00,,0.2,22,42,4,,,
金門,金門縣,56,細懸浮微粒,普通,2.6,0.21,40,32.0,44,17.0,5.4,5.8,0.4,1.9,7.7,2017-10-01 09:00,,0.2,17,42,3,,,
馬公,澎湖縣,49,,良好,2.4,0.2,46,43.0,36,18.0,4.8,6.4,1.5,1.2,258.0,2017-10-01 09:00,,0.2,15,31,2,,,
關山,臺東縣,30,,良好,1.1,,17,11.0,27,9.0,1.5,2.5,1.1,1.0,231.0,2017-10-01 09:00,,,9,24,1,,,
麥寮,雲林縣,92,細懸浮微粒,普通,2.3,0.33,42,20.0,64,34.0,5.7,7.7,2.0,2.6,203.0,2017-10-01 09:00,,0.3,32,64,2,,,
汐止,新北市,50,,良好,1.4,0.33,70,34.0,17.0,17.0,6.8,7.1,0.3,1.6,3.2,2017-10-01 13:00,,0.4,15,22,1,,,
萬里,新北市,59,細懸浮微粒,普通,2.6,0.17,39,30.0,24.0,18.0,4.1,5.9,1.8,4.5,76.0,2017-10-01 13:00,,0.2,19,26,3,,,
新店,新北市,66,細懸浮微粒,普通,1.4,0.39,104,48.0,30.0,27.0,8.0,8.6,0.6,2.5,322.0,2017-10-01 13:00,,0.3,22,30,1,,,
土城,新北市,67,細懸浮微粒,普通,3.0,0.44,104,48.0,48.0,31.0,11.0,12.0,1.4,2.8,349.0,2017-10-01 13:00,,0.5,22,37,3,,,
板橋,新北市,54,細懸浮微粒,普通,3.2,0.43,100,52.0,44.0,23.0,13.0,13.0,0.4,3.7,353.0,2017-10-01 13:00,,0.4,17,33,3,,,
新莊,新北市,48,,良好,3.5,0.34,98,52.0,42.0,22.0,7.9,9.5,1.6,4.8,24.0,2017-10-01 13:00,,0.4,13,30,4,,,
菜寮,新北市,48,,良好,2.8,0.38,87,48.0,44.0,21.0,8.9,9.5,0.7,4.0,11.0,2017-10-01 13:00,,0.4,15,33,3,,,
林口,新北市,78,細懸浮微粒,普通,5.2,0.29,94,56.0,64.0,39.0,6.5,7.3,0.8,3.2,323.0,2017-10-01 13:00,,0.3,27,41,5,,,
大寮,高雄市,94,細懸浮微粒,普通,2.6,0.53,6.7,22.0,63,38,16.0,19.0,3.0,0.5,215.0,2017-10-01 03:00,,0.5,33,64,3,,,
林園,高雄市,102,細懸浮微粒,對敏感族群不良,2.8,0.41,23,38.0,55,49,10.0,11.0,0.8,1.4,67.0,2017-10-01 03:00,,0.4,36,43,3,,,
楠梓,高雄市,69,細懸浮微粒,普通,2.2,0.43,26,31.0,68,29,15.0,15.0,0.1,1.1,78.0,2017-10-01 03:00,,0.4,23,62,2,,,
左營,高雄市,55,細懸浮微粒,普通,3.6,0.48,22,45.0,57,13,21.0,22.0,1.3,1.2,46.0,2017-10-01 03:00,,0.3,17,46,4,,,
前金,高雄市,45,,良好,2.8,0.21,41,45.0,37,7,7.7,8.7,1.0,1.8,316.0,2017-10-01 03:00,,0.3,14,36,3,,,
前鎮,高雄市,77,細懸浮微粒,普通,3.8,0.38,28,37.0,62,34,13.0,14.0,0.8,0.7,24.0,2017-10-01 03:00,,0.4,26,47,4,,,
萬華,臺北市,44,,良好,0.7,0.67,33,25.0,24.0,23.0,20.0,30.0,10.0,0.8,132.0,2017-10-01 10:00,,0.5,14,20,1,,,
古亭,臺北市,55,細懸浮微粒,普通,1.2,0.42,44,29.0,18.0,20.0,8.2,10.0,1.9,0.9,61.0,2017-10-01 10:00,,0.4,17,16,1,,,
松山,臺北市,39,,良好,1.3,0.23,39,24.0,21.0,14.0,8.7,12.0,3.7,1.7,222.0,2017-10-01 10:00,,0.3,12,19,1,,,
大同,臺北市,35,,良好,3.0,1.2,-,,41.0,6.0,27.0,47.0,20.0,,,2017-10-01 10:00,,0.6,10,38,3,,,
桃園,桃園市,55,細懸浮微粒,普通,5.5,0.54,67,29.0,39.0,18.0,13.0,15.0,1.7,1.1,345.0,2017-10-01 10:00,,0.4,17,30,6,,,
大園,桃園市,51,細懸浮微粒,普通,3.8,0.3,57,28.0,39.0,23.0,13.0,15.0,1.8,2.0,290.0,2017-10-01 10:00,,0.3,16,32,4,,,
觀音,桃園市,74,細懸浮微粒,普通,6.2,0.34,56,21.0,57.0,34.0,9.7,10.0,0.5,2.2,298.0,2017-10-01 10:00,,0.4,25,46,6,,,
平鎮,桃園市,35,,良好,4.2,0.3,62,25.0,37.0,12.0,11.0,12.0,1.5,1.5,220.0,2017-10-01 10:00,,0.3,11,29,4,,,
龍潭,桃園市,51,細懸浮微粒,普通,2.8,0.47,75,30.0,32.0,27.0,9.4,11.0,2.0,1.7,245.0,2017-10-01 10:00,,0.3,16,31,3,,,
湖口,新竹縣,83,細懸浮微粒,普通,5.5,0.31,71,35.0,54.0,32.0,8.8,9.5,0.7,1.7,271.0,2017-10-01 10:00,,0.4,28,49,6,,,
竹東,新竹縣,58,細懸浮微粒,普通,1.9,0.25,51,28.0,35.0,23.0,5.8,7.4,1.6,2.2,253.0,2017-10-01 10:00,,0.3,18,33,2,,,
