SiteName,County,AQI,Pollutant,Status,SO2,CO,O3,O3_8hr,PM10,PM2.5,NO2,NOx,NO,WindSpeed,WindDirec,DataCreationDate,Unit,CO_8hr,PM2.5_AVG,PM10_AVG,SO2_AVG,Longitude,Latitude,SiteId
基隆,基隆市,27,,良好,0.8,0.15,16,12.0,30,17,4.3,4.5,0.2,2.1,87.0,2017-08-31 01:00,,0.2,8,16,,,,
汐止,新北市,34,,良好,2.4,0.16,8.4,11.0,14,10,9.6,13.0,3.8,1.6,71.0,2017-08-31 01:00,,0.2,11,16,,,,
基隆,基隆市,19,,良好,1.0,0.22,7,13.0,2,ND,8.5,9.2,0.7,0.7,272.0,2017-08-31 00:00,,0.2,6,13,,,,
汐止,新北市,36,,良好,1.7,0.15,9.6,12.0,13,9,8.1,12.0,3.4,1.6,39.0,2017-08-31 00:00,,0.2,11,17,,,,
萬里,新北市,47,,良好,2.3,0.1,16,20.0,18,13,3.3,4.0,0.7,2.4,56.0,2017-08-31 00:00,,0.1,14,23,,,,
新店,新北市,18,,良好,3.7,0.2,11,13.0,21,8,7.5,9.8,2.3,2.0,137.0,2017-08-31 00:00,,0.3,5,19,,,,
土城,新北市,17,,良好,1.2,0.21,9.7,11.0,15,6,10.0,12.0,1.4,1.5,352.0,2017-08-31 00:00,,0.2,5,12,,,,
板橋,新北市,20,,良好,2.1,0.26,8.2,7.0,16,7,11.0,13.0,2.3,2.5,77.0,2017-08-31 00:00,,0.4,6,19,,,,
新莊,新北市,16,,良好,2.4,0.19,11,11.0,15,ND,8.7,9.7,1.1,4.3,54.0,2017-08-31 00:00,,0.3,4,17,,,,
菜寮,新北市,30,,良好,2.6,0.19,12,10.0,17,7,8.2,10.0,1.9,3.3,70.0,2017-08-31 00:00,,0.3,9,19,,,,
林口,新北市,33,,良好,1.3,0.11,14,10.0,18,6,6.3,7.6,1.3,3.2,66.0,2017-08-31 00:00,,0.2,10,21,,,,
淡水,新北市,15,,良好,5.4,0.17,7.1,10.0,14,6,9.1,11.0,2.3,,,2017-08-31 00:00,,0.1,4,16,,,,
士林,臺北市,22,,良好,1.9,0.11,15,13.0,20,4,3.1,5.2,2.1,2.9,97.0,2017-08-31 00:00,,0.2,7,18,,,,
中山,臺北市,33,,良好,2.4,0.4,4.4,4.0,12,,14.0,21.0,7.4,0.8,260.0,2017-08-31 00:00,,0.7,8,36,,,,
萬華,臺北市,32,,良好,3.6,0.46,5.9,7.0,22,3,13.0,26.0,13.0,1.7,213.0,2017-08-31 00:00,,0.7,10,21,,,,
古亭,臺北市,35,,良好,1.9,0.22,8.9,11.0,10,7,10.0,13.0,2.5,2.5,77.0,2017-08-31 00:00,,0.3,11,10,,,,
松山,臺北市,31,,良好,3.0,0.26,7.5,8.0,18,9,11.0,15.0,4.4,2.0,49.0,2017-08-31 00:00,,0.3,9,15,,,,
大同,臺北市,33,,良好,3.3,0.49,-,,42,3,13.0,23.0,9.4,,,2017-08-31 00:00,,0.8,4,36,,,,
桃園,桃園市,35,,良好,4.2,0.22,9.7,12.0,11,5,11.0,12.0,1.1,2.1,68.0,2017-08-31 00:00,,0.2,11,15,,,,
大園,桃園市,40,,良好,3.0,0.13,11,9.0,21,13,9.8,13.0,3.2,5.4,54.0,2017-08-31 00:00,,0.2,12,25,,,,
