SiteName,County,AQI,Pollutant,Status,SO2,CO,O3,O3_8hr,PM10,PM2.5,NO2,NOx,NO,WindSpeed,WindDirec,DataCreationDate,Unit,CO_8hr,PM2.5_AVG,PM10_AVG,SO2_AVG,Longitude,Latitude,SiteId
基隆,基隆市,22,,良好,1.6,0.27,11,10.0,23,13,12.0,18.0,6.0,1.0,133.0,2017-07-28 07:00,,0.1,7,11,,,,
汐止,新北市,30,,良好,1.5,0.17,11,10.0,11,12,11.0,17.0,6.0,1.7,43.0,2017-07-28 07:00,,0.1,9,6,,,,
萬里,新北市,31,,良好,2.0,0.14,11,6.0,6,12,6.7,11.0,3.9,1.4,63.0,2017-07-28 07:00,,0.1,9,6,,,,
新店,新北市,24,,良好,1.2,0.23,15,14.0,18,10,10.0,13.0,3.3,1.3,75.0,2017-07-28 07:00,,0.1,7,14,,,,
土城,新北市,15,,良好,1.5,0.23,14,12.0,8,5,9.8,12.0,2.6,1.3,121.0,2017-07-28 07:00,,0.2,5,6,,,,
板橋,新北市,24,,良好,2.0,0.25,13,12.0,13,9,12.0,17.0,4.8,1.4,55.0,2017-07-28 07:00,,0.1,7,11,,,,
新莊,新北市,16,,良好,2.0,0.18,17,14.0,14,7,8.7,11.0,2.3,3.8,79.0,2017-07-28 07:00,,0.1,5,9,,,,
菜寮,新北市,19,,良好,2.5,0.23,15,13.0,13,12,7.4,10.0,2.9,3.6,98.0,2017-07-28 07:00,,0.1,6,8,,,,
林口,新北市,15,,良好,1.8,0.12,20,16.0,12,4,7.2,11.0,3.5,2.7,79.0,2017-07-28 07:00,,0.1,4,10,,,,
淡水,新北市,15,,良好,2.8,0.16,15,16.0,15,9,6.7,9.3,2.6,,,2017-07-28 07:00,,0.1,4,10,,,,
士林,臺北市,25,,良好,1.6,0.11,22,19.0,17,13,2.9,4.2,1.3,2.2,102.0,2017-07-28 07:00,,0.1,8,14,,,,
中山,臺北市,20,,良好,1.9,0.5,6.4,9.0,15,4,18.0,30.0,12.0,0.8,276.0,2017-07-28 07:00,,0.3,6,12,,,,
萬華,臺北市,37,,良好,1.5,0.47,11,9.0,18,12,15.0,30.0,15.0,1.2,152.0,2017-07-28 07:00,,0.3,11,14,,,,
基隆,基隆市,21,,良好,1.4,0.16,5.9,15.0,5,3,8.5,10.0,1.5,1.3,95.0,2017-07-28 00:00,,0.1,6.0,9,,,,
汐止,新北市,45,,良好,,0.12,12,14.0,7,9,5.8,8.5,2.7,2.3,34.0,2017-07-28 00:00,,0.2,14.0,12,,,,
萬里,新北市,31,,良好,1.9,0.12,7.2,13.0,12,7,7.1,8.8,1.6,3.1,210.0,2017-07-28 00:00,,0.1,10.0,16,,,,
新店,新北市,44,,良好,2.3,0.15,12,13.0,10,9,7.9,9.3,1.4,2.2,76.0,2017-07-28 00:00,,0.2,13.0,17,,,,
土城,新北市,29,,良好,1.0,0.27,8.2,12.0,11,6,12.0,14.0,1.5,1.6,354.0,2017-07-28 00:00,,0.3,9.0,14,,,,
板橋,新北市,27,,良好,2.5,0.24,8.8,10.0,9,6,11.0,14.0,3.0,1.7,84.0,2017-07-28 00:00,,0.4,8.0,17,,,,
新莊,新北市,24,,良好,1.4,0.2,12,14.0,7,3,9.8,11.0,0.8,3.4,69.0,2017-07-28 00:00,,0.3,7.0,17,,,,
