SiteName,County,AQI,Pollutant,Status,SO2,CO,O3,O3_8hr,PM10,PM2.5,NO2,NOx,NO,WindSpeed,WindDirec,DataCreationDate,Unit,CO_8hr,PM2.5_AVG,PM10_AVG,SO2_AVG,Longitude,Latitude,SiteId
基隆,基隆市,50,,良好,,,,,,,,,,,,2017-09-17 05:00,,,15,23,,,,
汐止,新北市,51,細懸浮微粒,普通,12.0,0.33,18,11.0,34.0,16.0,16.0,17.0,0.9,1.5,51.0,2017-09-17 05:00,,0.4,16,30,,,,
萬里,新北市,51,細懸浮微粒,普通,1.2,0.21,28,28.0,27.0,16.0,2.3,2.7,0.4,1.5,202.0,2017-09-17 05:00,,0.2,16,30,,,,
新店,新北市,53,細懸浮微粒,普通,2.9,0.18,24,15.0,32.0,15.0,6.9,7.2,0.3,1.9,77.0,2017-09-17 05:00,,0.3,16,30,,,,
基隆,基隆市,45,,良好,1.5,0.31,25,28.0,22,15,10.0,11.0,0.5,0.7,280.0,2017-09-17 01:00,,0.4,14,22.0,,,,
汐止,新北市,48,,良好,9.5,0.41,12,17.0,33,16,22.0,24.0,1.9,2.1,44.0,2017-09-17 01:00,,0.4,15,30.0,,,,
萬里,新北市,53,細懸浮微粒,普通,3.1,0.19,31,32.0,20,13,4.0,4.4,0.4,2.5,211.0,2017-09-17 01:00,,0.2,16,52.0,,,,
新店,新北市,61,細懸浮微粒,普通,7.6,0.28,12,20.0,32,17,21.0,25.0,3.3,1.6,76.0,2017-09-17 01:00,,0.4,20,30.0,,,,
土城,新北市,51,細懸浮微粒,普通,2.5,0.37,14,22.0,24,12,18.0,20.0,2.2,0.9,104.0,2017-09-17 01:00,,0.5,16,25.0,,,,
板橋,新北市,40,,良好,8.8,0.41,12,18.0,26,13,23.0,27.0,3.9,1.3,93.0,2017-09-17 01:00,,0.6,12,25.0,,,,
新莊,新北市,28,,良好,8.6,0.51,13,24.0,29,11,29.0,31.0,2.4,1.5,72.0,2017-09-17 01:00,,0.5,9,26.0,,,,
菜寮,新北市,41,,良好,3.9,0.5,25,30.0,31,17,23.0,24.0,1.4,1.0,153.0,2017-09-17 01:00,,0.5,13,30.0,,,,
林口,新北市,64,細懸浮微粒,普通,8.3,0.37,28,28.0,36,21,23.0,25.0,1.6,2.4,128.0,2017-09-17 01:00,,0.4,21,34.0,,,,
淡水,新北市,28,,良好,1.2,0.4,15,18.0,29,4,15.0,17.0,1.4,,,2017-09-17 01:00,,0.5,9,28.0,,,,
士林,臺北市,40,,良好,2.9,0.34,28,31.0,23,12,12.0,13.0,0.6,0.8,145.0,2017-09-17 01:00,,0.3,12,25.0,,,,
中山,臺北市,47,,良好,3.3,0.66,12,16.0,29,11,32.0,36.0,4.0,0.5,50.0,2017-09-17 01:00,,0.7,14,30.0,,,,
萬華,臺北市,43,,良好,7.1,0.62,2.9,10.0,37,9,33.0,43.0,10.0,0.9,181.0,2017-09-17 01:00,,0.9,13,31.0,,,,
古亭,臺北市,42,,良好,9.1,0.41,9.5,17.0,26,12,28.0,34.0,5.4,1.9,185.0,2017-09-17 01:00,,0.5,13,24.0,,,,
松山,臺北市,45,,良好,5.1,0.5,8.4,18.0,20,11,27.0,31.0,3.3,1.2,51.0,2017-09-17 01:00,,0.5,14,22.0,,,,
基隆,基隆市,45,,良好,1.5,0.34,23,32.0,22,13,12.0,13.0,0.6,0.6,330.0,2017-09-17 00:00,,0.4,14,22.0,,,,
汐止,新北市,48,,良好,8.4,0.46,5.8,22.0,31,13,27.0,31.0,3.9,1.6,40.0,2017-09-17 00:00,,0.4,15,29.0,,,,
萬里,新北市,54,細懸浮微粒,普通,2.9,0.19,31,35.0,19,14,4.3,4.9,0.6,3.1,207.0,2017-09-17 00:00,,0.2,17,57.0,,,,
新店,新北市,61,細懸浮微粒,普通,9.9,0.37,7.2,24.0,28,21,27.0,35.0,7.4,2.0,83.0,2017-09-17 00:00,,0.4,20,30.0,,,,
土城,新北市,52,細懸浮微粒,普通,3.3,0.47,11,26.0,24,21,21.0,28.0,7.5,1.2,150.0,2017-09-17 00:00,,0.5,16,24.0,,,,
