SiteName,County,AQI,Pollutant,Status,SO2,CO,O3,O3_8hr,PM10,PM2.5,NO2,NOx,NO,WindSpeed,WindDirec,DataCreationDate,Unit,CO_8hr,PM2.5_AVG,PM10_AVG,SO2_AVG,Longitude,Latitude,SiteId
基隆,基隆市,53.0,細懸浮微粒,普通,2.1,0.77,2.5,3.0,20.0,15.0,23.0,30.0,7.5,0.6,75.0,2017-04-15 06:00,,0.8,17.0,25.0,,,,
汐止,新北市,68.0,細懸浮微粒,普通,3.0,1.01,1,1.0,26.0,18.0,15.0,63.0,47.0,0.5,297.0,2017-04-15 06:00,,0.9,22.0,38.0,,,,
萬里,新北市,46.0,,良好,1.7,0.33,25,27.0,18.0,12.0,5.3,6.3,0.9,3.8,209.0,2017-04-15 06:00,,0.3,14.0,24.0,,,,
新店,新北市,53.0,細懸浮微粒,普通,1.9,0.72,2.6,3.0,19.0,11.0,18.0,29.0,11.0,0.5,119.0,2017-04-15 06:00,,1.0,16.0,26.0,,,,
土城,新北市,56.0,細懸浮微粒,普通,2.3,1.1,2.3,2.0,23.0,16.0,19.0,64.0,45.0,0.5,44.0,2017-04-15 06:00,,1.1,17.0,34.0,,,,
新莊,新北市,67.0,細懸浮微粒,普通,3.1,1.39,0.4,1.0,42.0,21.0,26.0,61.0,35.0,0.4,236.0,2017-04-15 06:00,,1.5,22.0,50.0,,,,
菜寮,新北市,82.0,細懸浮微粒,普通,4.4,1.47,1.1,1.0,48.0,24.0,29.0,93.0,64.0,0.5,120.0,2017-04-15 06:00,,1.7,28.0,54.0,,,,
林口,新北市,77.0,細懸浮微粒,普通,5.0,0.48,23,25.0,43.0,26.0,20.0,21.0,1.3,0.7,144.0,2017-04-15 06:00,,0.5,26.0,45.0,,,,
淡水,新北市,79.0,細懸浮微粒,普通,1.1,0.92,2.2,3.0,35.0,19.0,23.0,39.0,15.0,,,2017-04-15 06:00,,0.9,27.0,51.0,,,,
士林,臺北市,44.0,,良好,1.5,0.48,12,6.0,27.0,5.0,14.0,15.0,1.2,1.2,116.0,2017-04-15 06:00,,0.9,13.0,30.0,,,,
中山,臺北市,55.0,細懸浮微粒,普通,2.4,0.56,8.1,4.0,6.0,,15.0,20.0,5.3,0.9,162.0,2017-04-15 06:00,,1.1,17.0,34.0,,,,
萬華,臺北市,48.0,,良好,0.4,0.59,5.2,3.0,20.0,4.0,17.0,22.0,4.9,0.8,144.0,2017-04-15 06:00,,1.1,15.0,31.0,,,,
古亭,臺北市,51.0,細懸浮微粒,普通,1.2,0.55,9.9,5.0,8.0,10.0,12.0,17.0,4.9,0.6,153.0,2017-04-15 06:00,,0.9,16.0,27.0,,,,
松山,臺北市,59.0,細懸浮微粒,普通,2.5,1.1,2.4,3.0,23.0,8.0,21.0,39.0,18.0,0.6,181.0,2017-04-15 06:00,,1.2,19.0,38.0,,,,
大同,臺北市,59.0,細懸浮微粒,普通,2.5,1.06,-,,32.0,12.0,21.0,47.0,26.0,,,2017-04-15 06:00,,1.8,19.0,51.0,,,,
桃園,桃園市,65.0,細懸浮微粒,普通,4.5,0.83,1.6,2.0,41.0,15.0,21.0,37.0,17.0,0.6,150.0,2017-04-15 06:00,,1.0,21.0,47.0,,,,
大園,桃園市,66.0,細懸浮微粒,普通,4.6,1.15,3.1,3.0,32.0,17.0,23.0,37.0,14.0,2.0,148.0,2017-04-15 06:00,,1.4,21.0,54.0,,,,
觀音,桃園市,70.0,細懸浮微粒,普通,3.5,0.54,6.4,6.0,46.0,19.0,28.0,31.0,3.4,0.8,161.0,2017-04-15 06:00,,0.7,23.0,63.0,,,,
平鎮,桃園市,58.0,細懸浮微粒,普通,2.3,0.41,16,8.0,44.0,10.0,13.0,15.0,1.6,0.5,152.0,2017-04-15 06:00,,0.8,19.0,46.0,,,,
龍潭,桃園市,42.0,,良好,1.2,0.45,12,13.0,41.0,9.0,15.0,18.0,2.2,1.5,156.0,2017-04-15 06:00,,0.6,13.0,34.0,,,,
湖口,新竹縣,72.0,細懸浮微粒,普通,3.4,0.39,20,12.0,33.0,21.0,13.0,15.0,2.5,0.6,202.0,2017-04-15 06:00,,0.5,24.0,42.0,,,,
竹東,新竹縣,50.0,,良好,0.6,0.43,7.7,7.0,39.0,14.0,8.2,10.0,2.1,1.7,143.0,2017-04-15 06:00,,0.5,15.0,40.0,,,,
新竹,新竹市,54.0,細懸浮微粒,普通,0.8,0.51,2.2,0.0,38.0,10.0,16.0,20.0,3.5,0.7,147.0,2017-04-15 06:00,,1.0,17.0,46.0,,,,
頭份,苗栗縣,62.0,細懸浮微粒,普通,0.2,0.41,8.1,8.0,37.0,18.0,12.0,14.0,2.1,0.6,89.0,2017-04-15 06:00,,0.5,20.0,46.0,,,,
苗栗,苗栗縣,78.0,細懸浮微粒,普通,1.5,0.48,16,6.0,53.0,21.0,8.7,10.0,1.5,0.8,281.0,2017-04-15 06:00,,0.6,27.0,55.0,,,,
三義,苗栗縣,67.0,細懸浮微粒,普通,1.4,0.38,28,21.0,40.0,22.0,9.5,10.0,1.0,1.0,234.0,2017-04-15 06:00,,0.4,22.0,47.0,,,,
豐原,臺中市,72.0,細懸浮微粒,普通,1.1,0.46,19,18.0,50.0,21.0,10.0,12.0,1.5,1.0,62.0,2017-04-15 06:00,,0.4,24.0,48.0,,,,
沙鹿,臺中市,84.0,細懸浮微粒,普通,3.7,1.02,1.8,3.0,52.0,33.0,33.0,50.0,17.0,1.1,352.0,2017-04-15 06:00,,1.1,29.0,53.0,,,,
大里,臺中市,63.0,細懸浮微粒,普通,2.4,0.65,0.2,1.0,57.0,19.0,16.0,26.0,10.0,0.8,261.0,2017-04-15 06:00,,0.8,21.0,67.0,,,,
忠明,臺中市,68.0,細懸浮微粒,普通,2.8,0.9,1.6,2.0,34.0,25.0,21.0,48.0,27.0,0.5,83.0,2017-04-15 06:00,,0.9,23.0,43.0,,,,
西屯,臺中市,71.0,細懸浮微粒,普通,3.7,0.86,3,4.0,56.0,23.0,23.0,63.0,40.0,0.6,179.0,2017-04-15 06:00,,0.9,24.0,59.0,,,,
彰化,彰化縣,88.0,細懸浮微粒,普通,3.3,0.57,7.6,5.0,49.0,39.0,13.0,14.0,1.6,0.7,31.0,2017-04-15 06:00,,0.7,30.0,62.0,,,,
線西,彰化縣,110.0,細懸浮微粒,對敏感族群不良,2.6,0.65,4.8,5.0,70.0,41.0,17.0,21.0,3.9,0.5,267.0,2017-04-15 06:00,,0.7,39.0,76.0,,,,
二林,彰化縣,72.0,細懸浮微粒,普通,4.5,0.5,1.8,10.0,48.0,26.0,17.0,28.0,11.0,0.5,286.0,2017-04-15 06:00,,0.4,24.0,59.0,,,,
南投,南投縣,87.0,細懸浮微粒,普通,0.0,0.48,3.1,3.0,53.0,33.0,11.0,14.0,3.5,0.8,195.0,2017-04-15 06:00,,0.6,30.0,59.0,,,,
斗六,雲林縣,70.0,細懸浮微粒,普通,1.6,0.42,6.7,9.0,50.0,19.0,13.0,14.0,1.9,0.9,19.0,2017-04-15 06:00,,0.5,23.0,53.0,,,,
崙背,雲林縣,93.0,細懸浮微粒,普通,1.5,0.6,2.2,14.0,59.0,34.0,19.0,28.0,9.2,0.9,1.3,2017-04-15 06:00,,0.4,33.0,60.0,,,,
新港,嘉義縣,63.0,細懸浮微粒,普通,6.7,0.64,0.8,12.0,59.0,19.0,18.0,26.0,8.7,1.6,325.0,2017-04-15 06:00,,0.5,20.0,60.0,,,,
朴子,嘉義縣,74.0,細懸浮微粒,普通,1.6,0.44,8.7,24.0,57.0,33.0,15.0,17.0,1.9,0.4,64.0,2017-04-15 06:00,,0.3,25.0,62.0,,,,
臺西,雲林縣,108.0,細懸浮微粒,對敏感族群不良,2.7,0.39,11,26.0,81.0,48.0,14.0,15.0,1.1,1.0,57.0,2017-04-15 06:00,,0.3,38.0,71.0,,,,
嘉義,嘉義市,70.0,細懸浮微粒,普通,2.2,0.55,13,11.0,48.0,28.0,12.0,14.0,1.0,0.7,284.0,2017-04-15 06:00,,0.5,23.0,51.0,,,,
