SiteName,County,AQI,Pollutant,Status,SO2,CO,O3,O3_8hr,PM10,PM2.5,NO2,NOx,NO,WindSpeed,WindDirec,DataCreationDate,Unit,CO_8hr,PM2.5_AVG,PM10_AVG,SO2_AVG,Longitude,Latitude,SiteId
基隆,基隆市,66.0,細懸浮微粒,普通,2.1,0.61,2.7,19.0,31.0,22.0,27.0,30.0,3.0,1.2,250.0,2017-08-03 00:00,,0.4,22.0,31.0,,,,
汐止,新北市,74.0,細懸浮微粒,普通,1.4,0.72,4.2,13.0,37.0,22.0,23.0,35.0,12.0,1.1,216.0,2017-08-03 00:00,,0.7,25.0,40.0,,,,
萬里,新北市,72.0,細懸浮微粒,普通,7.9,0.18,1.6,21.0,42.0,28.0,17.0,27.0,10.0,3.2,215.0,2017-08-03 00:00,,0.2,24.0,45.0,,,,
汐止,新北市,67.0,細懸浮微粒,普通,1.5,0.66,2.5,4.0,38.0,19.0,18.0,34.0,16.0,0.9,50.0,2017-08-03 05:00,,0.7,22.0,37.0,,,,
萬里,新北市,72.0,細懸浮微粒,普通,3.6,0.2,7.5,4.0,40.0,25.0,8.1,9.3,1.3,2.6,214.0,2017-08-03 05:00,,0.2,24.0,41.0,,,,
新店,新北市,29.0,,良好,1.6,0.21,13,14.0,30.0,7.0,4.5,5.9,1.4,1.5,39.0,2017-08-03 05:00,,0.3,9.0,31.0,,,,
土城,新北市,51.0,細懸浮微粒,普通,2.2,0.47,2.3,3.0,40.0,9.0,15.0,23.0,7.9,0.7,156.0,2017-08-03 05:00,,0.7,16.0,39.0,,,,
板橋,新北市,37.0,,良好,3.0,0.27,8.1,3.0,33.0,7.0,11.0,12.0,0.8,0.7,128.0,2017-08-03 05:00,,0.6,12.0,35.0,,,,
新莊,新北市,50.0,,良好,2.5,0.56,4.4,3.0,37.0,10.0,18.0,27.0,9.3,0.5,266.0,2017-08-03 05:00,,1.0,15.0,40.0,,,,
萬華,臺北市,26.0,,良好,0.0,0.38,6.8,6.0,26.0,7.0,11.0,14.0,3.2,0.4,109.0,2017-08-03 05:00,,0.8,8.0,28.0,,,,
古亭,臺北市,26.0,,良好,1.2,0.27,9.8,10.0,12.0,10.0,8.3,9.8,1.5,0.4,182.0,2017-08-03 05:00,,0.4,8.0,18.0,,,,
松山,臺北市,34.0,,良好,2.5,0.37,12,9.0,26.0,8.0,13.0,13.0,0.7,0.9,75.0,2017-08-03 05:00,,0.6,10.0,21.0,,,,
大同,臺北市,38.0,,良好,2.4,0.66,-,,32.0,10.0,16.0,29.0,13.0,,,2017-08-03 05:00,,2.0,11.0,41.0,,,,
桃園,桃園市,77.0,細懸浮微粒,普通,8.7,0.9,1.4,1.0,53.0,23.0,27.0,41.0,14.0,0.6,124.0,2017-08-03 05:00,,1.0,26.0,52.0,,,,
新店,新北市,42.0,,良好,1.3,0.25,14,19.0,27.0,6.0,8.0,9.6,1.6,1.3,48.0,2017-08-03 00:00,,0.4,13.0,29.0,,,,
大園,桃園市,55.0,細懸浮微粒,普通,3.5,0.29,33,28.0,33.0,17.0,9.6,9.7,0.1,1.5,216.0,2017-08-03 00:00,,0.5,17.0,35.0,,,,
觀音,桃園市,53.0,細懸浮微粒,普通,3.5,0.31,21,37.0,55.0,19.0,12.0,12.0,0.5,1.6,206.0,2017-08-03 00:00,,0.3,16.0,47.0,,,,
平鎮,桃園市,54.0,細懸浮微粒,普通,2.6,0.35,22,24.0,48.0,23.0,8.9,9.4,0.5,1.4,185.0,2017-08-03 00:00,,0.5,17.0,43.0,,,,
龍潭,桃園市,63.0,細懸浮微粒,普通,2.3,0.38,16,21.0,53.0,20.0,14.0,16.0,1.9,1.4,196.0,2017-08-03 00:00,,0.5,21.0,48.0,,,,
湖口,新竹縣,69.0,細懸浮微粒,普通,3.7,0.47,9,32.0,43.0,24.0,23.0,26.0,2.9,1.0,167.0,2017-08-03 00:00,,0.4,23.0,38.0,,,,
竹東,新竹縣,53.0,細懸浮微粒,普通,1.9,0.39,11,20.0,35.0,18.0,9.6,9.3,-0.3,0.8,140.0,2017-08-03 00:00,,0.4,17.0,31.0,,,,
新竹,新竹市,57.0,細懸浮微粒,普通,1.9,0.46,20,38.0,27.0,17.0,21.0,21.0,0.5,0.9,174.0,2017-08-03 00:00,,0.5,18.0,25.0,,,,
頭份,苗栗縣,61.0,細懸浮微粒,普通,1.4,0.32,23,41.0,36.0,17.0,11.0,12.0,1.2,1.4,148.0,2017-08-03 00:00,,0.4,20.0,34.0,,,,
三義,苗栗縣,52.0,細懸浮微粒,普通,,0.33,13,27.0,37.0,16.0,12.0,13.0,0.3,2.9,177.0,2017-08-03 00:00,,0.3,16.0,37.0,,,,
豐原,臺中市,53.0,細懸浮微粒,普通,4.7,0.27,18,26.0,34.0,16.0,8.5,9.4,1.0,2.3,163.0,2017-08-03 00:00,,1.4,16.0,36.0,,,,
沙鹿,臺中市,66.0,懸浮微粒,普通,3.9,0.29,11,23.0,30.0,12.0,15.0,16.0,1.1,1.7,179.0,2017-08-03 00:00,,0.3,16.0,77.0,,,,
大里,臺中市,54.0,細懸浮微粒,普通,3.0,0.31,13,22.0,36.0,15.0,9.9,9.6,-0.2,0.8,79.0,2017-08-03 00:00,,0.4,17.0,33.0,,,,
忠明,臺中市,55.0,細懸浮微粒,普通,2.2,0.3,17,22.0,22.0,19.0,9.5,10.0,0.8,1.1,166.0,2017-08-03 00:00,,0.4,17.0,28.0,,,,
西屯,臺中市,51.0,細懸浮微粒,普通,2.8,0.34,8.6,25.0,35.0,13.0,19.0,22.0,3.2,1.3,191.0,2017-08-03 00:00,,0.3,16.0,39.0,,,,
彰化,彰化縣,46.0,,良好,7.8,0.31,12,20.0,39.0,15.0,8.1,11.0,2.7,2.6,125.0,2017-08-03 00:00,,0.3,14.0,30.0,,,,
線西,彰化縣,52.0,細懸浮微粒,普通,2.0,0.19,18,27.0,38.0,16.0,6.1,8.2,2.0,2.1,168.0,2017-08-03 00:00,,0.2,16.0,29.0,,,,
斗六,雲林縣,37.0,,良好,1.6,0.31,12,24.0,31.0,11.0,9.2,9.7,0.4,1.3,110.0,2017-08-03 00:00,,0.4,11.0,38.0,,,,
馬祖,連江縣,40.0,,良好,2.5,0.14,34,43.0,27.0,8.0,3.7,3.9,0.2,4.8,112.0,2017-08-03 00:00,,0.1,9.0,27.0,,,,
金門,金門縣,47.0,,良好,3.2,0.11,16,26.0,41.0,19.0,12.0,12.0,0.6,2.5,205.0,2017-08-03 00:00,,0.1,15.0,35.0,,,,
馬公,澎湖縣,38.0,,良好,-0.3,0.17,26,23.0,25.0,10.0,3.3,4.9,1.6,2.3,162.0,2017-08-03 00:00,,0.3,12.0,21.0,,,,
關山,臺東縣,31.0,,良好,1.4,,21,25.0,33.0,11.0,1.4,2.7,1.3,0.7,12.0,2017-08-03 00:00,,,10.0,31.0,,,,
麥寮,雲林縣,51.0,細懸浮微粒,普通,1.3,0.25,16,22.0,40.0,13.0,7.1,9.1,2.0,1.4,179.0,2017-08-03 00:00,,0.3,16.0,42.0,,,,
基隆,基隆市,62.0,細懸浮微粒,普通,1.9,0.54,1.2,2.0,35.0,22.0,19.0,25.0,6.1,1.0,266.0,2017-08-03 05:00,,0.6,20.0,30.0,,,,
