SiteName,County,AQI,Pollutant,Status,SO2,CO,O3,O3_8hr,PM10,PM2.5,NO2,NOx,NO,WindSpeed,WindDirec,DataCreationDate,Unit,CO_8hr,PM2.5_AVG,PM10_AVG,SO2_AVG,Longitude,Latitude,SiteId
基隆,基隆市,38,,良好,1.2,0.14,13,14.0,17.0,12,5.1,6.1,0.9,1.2,85.0,2017-10-11 00:00,,0.1,12,15.0,1.0,,,
汐止,新北市,19,,良好,1.7,0.15,18,15.0,16.0,6,3.4,4.5,1.1,2.4,29.0,2017-10-11 00:00,,0.2,6,15.0,2.0,,,
萬里,新北市,37,,良好,1.1,0.1,19,17.0,28.0,11,1.5,2.6,1.1,2.7,124.0,2017-10-11 00:00,,0.1,11,30.0,1.0,,,
新店,新北市,15,,良好,1.6,0.12,17,16.0,16.0,2,3.2,4.8,1.6,2.1,114.0,2017-10-11 00:00,,0.2,4,16.0,2.0,,,
土城,新北市,19,,良好,2.0,0.2,14,15.0,24.0,6,7.0,7.4,0.5,1.6,334.0,2017-10-11 00:00,,0.2,5,20.0,2.0,,,
板橋,新北市,18,,良好,1.8,0.22,13,11.0,15.0,ND,8.4,9.8,1.4,2.3,70.0,2017-10-11 00:00,,0.3,4,19.0,2.0,,,
新莊,新北市,15,,良好,1.5,0.2,14,13.0,17.0,ND,6.6,8.3,1.7,3.8,70.0,2017-10-11 00:00,,0.2,3,16.0,2.0,,,
菜寮,新北市,19,,良好,1.4,0.17,15,13.0,19.0,2,5.2,5.9,0.7,3.8,82.0,2017-10-11 00:00,,0.3,5,21.0,1.0,,,
林口,新北市,42,,良好,1.3,0.12,16,15.0,26.0,9,5.5,6.2,0.7,4.5,99.0,2017-10-11 00:00,,0.2,13,27.0,1.0,,,
淡水,新北市,19,,良好,1.7,0.11,17,13.0,21.0,ND,2.2,3.1,0.9,,,2017-10-11 00:00,,0.1,6,20.0,3.0,,,
士林,臺北市,41,,良好,1.3,0.1,18,17.0,18.0,10,2.1,3.0,0.9,3.5,95.0,2017-10-11 00:00,,0.1,13,21.0,2.0,,,
中山,臺北市,52,懸浮微粒,普通,1.4,0.39,7.1,6.0,17.0,11,13.0,18.0,5.5,0.9,236.0,2017-10-11 00:00,,0.5,11,57.0,2.0,,,
萬華,臺北市,22,,良好,1.5,0.28,13,9.0,23.0,ND,7.5,14.0,6.2,1.7,213.0,2017-10-11 00:00,,0.5,7,24.0,2.0,,,
古亭,臺北市,26,,良好,1.2,0.13,16,16.0,25.0,7,4.8,6.2,1.4,3.6,85.0,2017-10-11 00:00,,0.2,8,16.0,1.0,,,
松山,臺北市,21,,良好,2.4,0.14,15,11.0,21.0,2,5.5,8.6,3.1,2.0,55.0,2017-10-11 00:00,,0.2,6,23.0,2.0,,,
大同,臺北市,32,,良好,1.1,0.38,-,,33.0,3,10.0,21.0,11.0,,,2017-10-11 00:00,,0.6,4,35.0,1.0,,,
桃園,桃園市,31,,良好,3.3,0.18,15,15.0,16.0,6,5.6,6.5,1.0,2.6,94.0,2017-10-11 00:00,,0.2,7,33.0,3.0,,,
大園,桃園市,26,,良好,2.1,0.14,12,13.0,24.0,3,9.7,12.0,1.8,5.6,59.0,2017-10-11 00:00,,0.2,4,28.0,3.0,,,
南投,南投縣,122,細懸浮微粒,對敏感族群不良,2.8,0.57,13,40.0,84.0,46,20.0,20.0,0.7,2.3,167.0,2017-10-11 00:00,,0.6,44,80.0,3.0,,,
斗六,雲林縣,139,細懸浮微粒,對敏感族群不良,4.1,0.45,35,51.0,111.0,54,12.0,13.0,0.8,0.8,193.0,2017-10-11 00:00,,0.5,50,90.0,4.0,,,
崙背,雲林縣,122,細懸浮微粒,對敏感族群不良,3.9,0.36,25,44.0,35.0,,11.0,12.0,0.9,1.3,204.0,2017-10-11 00:00,,0.4,44,58.0,4.0,,,
新港,嘉義縣,110,細懸浮微粒,對敏感族群不良,3.0,0.29,36,53.0,86.0,47,8.5,9.2,0.7,1.4,177.0,2017-10-11 00:00,,0.3,39,77.0,4.0,,,
