SiteName,County,AQI,Pollutant,Status,SO2,CO,O3,O3_8hr,PM10,PM2.5,NO2,NOx,NO,WindSpeed,WindDirec,DataCreationDate,Unit,CO_8hr,PM2.5_AVG,PM10_AVG,SO2_AVG,Longitude,Latitude,SiteId
基隆,基隆市,55,細懸浮微粒,普通,4.0,1.19,2.1,10.0,58,45,46.0,62.0,16.0,0.7,72.0,2017-12-24 02:00,,0.7,17,26,2,,,
汐止,新北市,73,細懸浮微粒,普通,1.5,0.94,5.2,7.0,45,33,27.0,38.0,11.0,0.7,204.0,2017-12-24 02:00,,0.8,25,34,2,,,
萬里,新北市,39,,良好,2.4,0.16,24,24.0,13,8,3.2,4.0,0.9,0.5,215.0,2017-12-24 02:00,,0.2,12,15,3,,,
新店,新北市,72,細懸浮微粒,普通,1.3,0.29,14,15.0,32,19,8.8,9.8,1.0,0.5,136.0,2017-12-24 02:00,,0.7,24,47,1,,,
土城,新北市,152,細懸浮微粒,對所有族群不健康,3.0,0.84,3.2,7.0,83,56,30.0,43.0,12.0,1.2,187.0,2017-12-24 02:00,,1.0,57,91,5,,,
板橋,新北市,154,細懸浮微粒,對所有族群不健康,3.2,0.71,9.5,8.0,87,53,28.0,32.0,3.3,1.3,240.0,2017-12-24 02:00,,1.1,61,102,5,,,
新莊,新北市,147,細懸浮微粒,對敏感族群不健康,4.1,1.18,2.2,8.0,106,55,37.0,47.0,11.0,1.0,238.0,2017-12-24 02:00,,1.3,53,106,5,,,
菜寮,新北市,156,細懸浮微粒,對所有族群不健康,6.3,1.44,2.5,8.0,119,71,46.0,81.0,35.0,0.9,279.0,2017-12-24 02:00,,1.4,65,112,4,,,
林口,新北市,165,細懸浮微粒,對所有族群不健康,4.8,0.66,,35.0,153,96,29.0,30.0,0.9,1.8,267.0,2017-12-24 02:00,,0.8,82,143,4,,,
淡水,新北市,135,細懸浮微粒,對敏感族群不健康,3.6,1.43,3,9.0,82,49,40.0,67.0,27.0,,,2017-12-24 02:00,,1.1,49,81,4,,,
士林,臺北市,97,細懸浮微粒,普通,2.8,1.13,2.8,13.0,52,37,32.0,55.0,23.0,0.5,331.0,2017-12-24 02:00,,0.9,34,63,2,,,
中山,臺北市,133,細懸浮微粒,對敏感族群不健康,4.1,1.51,1.3,3.0,119,60,51.0,70.0,19.0,1.1,254.0,2017-12-24 02:00,,1.7,48,111,3,,,
