SiteName,County,AQI,Pollutant,Status,SO2,CO,O3,O3_8hr,PM10,PM2.5,NO2,NOx,NO,WindSpeed,WindDirec,DataCreationDate,Unit,CO_8hr,PM2.5_AVG,PM10_AVG,SO2_AVG,Longitude,Latitude,SiteId
基隆,基隆市,31,,良好,1.3,0.13,38,33.0,22.0,11.0,1.8,2.1,0.3,3.0,81.0,2017-10-07 04:00,,0.1,10.0,19.0,2,,,
汐止,新北市,33,,良好,1.7,0.14,36,25.0,27.0,12.0,3.4,3.9,0.5,2.5,41.0,2017-10-07 04:00,,0.2,10.0,20.0,2,,,
萬里,新北市,46,,良好,1.8,0.13,42,36.0,51.0,14.0,1.0,1.7,0.6,7.9,43.0,2017-10-07 04:00,,0.1,14.0,44.0,3,,,
新店,新北市,22,,良好,1.2,0.16,29,24.0,17.0,9.0,4.0,4.7,0.7,1.2,48.0,2017-10-07 04:00,,0.2,7.0,21.0,2,,,
土城,新北市,21,,良好,1.5,0.2,31,22.0,26.0,8.0,6.6,8.0,1.4,1.2,273.0,2017-10-07 04:00,,0.3,6.0,23.0,2,,,
板橋,新北市,21,,良好,3.4,0.17,30,19.0,34.0,8.0,7.3,7.0,-0.3,3.1,81.0,2017-10-07 04:00,,0.4,7.0,,3,,,
新莊,新北市,24,,良好,6.7,0.2,27,21.0,30.0,12.0,10.0,11.0,1.0,3.1,84.0,2017-10-07 04:00,,0.3,7.0,23.0,4,,,
菜寮,新北市,32,,良好,3.8,0.19,27,23.0,35.0,11.0,9.3,10.0,1.0,2.7,89.0,2017-10-07 04:00,,0.3,10.0,30.0,6,,,
林口,新北市,56,細懸浮微粒,普通,1.8,0.13,31,26.0,41.0,17.0,4.2,4.4,0.2,2.0,70.0,2017-10-07 04:00,,0.2,17.0,30.0,5,,,
淡水,新北市,18,,良好,1.6,0.14,24,17.0,15.0,6.0,3.5,5.0,1.4,,,2017-10-07 04:00,,0.3,4.0,19.0,1,,,
士林,臺北市,39,,良好,1.4,0.12,37,29.0,14.0,12.0,1.8,3.0,1.1,2.6,63.0,2017-10-07 04:00,,0.2,12.0,20.0,4,,,
中山,臺北市,35,,良好,4.0,0.19,24,15.0,26.0,,9.9,11.0,1.1,0.9,248.0,2017-10-07 04:00,,0.4,11.0,23.0,4,,,
萬華,臺北市,28,,良好,2.2,0.22,25,16.0,26.0,13.0,7.9,11.0,2.6,1.3,177.0,2017-10-07 04:00,,0.6,9.0,28.0,4,,,
古亭,臺北市,28,,良好,1.7,0.15,33,22.0,17.0,8.0,4.9,5.6,0.6,2.9,103.0,2017-10-07 04:00,,0.3,9.0,17.0,2,,,
基隆,基隆市,29,,良好,1.4,0.12,35,31.0,25.0,12,2.0,2.3,0.2,1.9,82.0,2017-10-07 02:00,,0.2,9,18.0,2,,,
汐止,新北市,29,,良好,2.1,0.16,31,22.0,23.0,12,4.7,5.0,0.4,1.6,48.0,2017-10-07 02:00,,0.3,9,18.0,2,,,
萬里,新北市,45,,良好,2.1,0.12,39,34.0,51.0,18,1.1,1.8,0.8,8.3,47.0,2017-10-07 02:00,,0.1,14,42.0,3,,,
新店,新北市,19,,良好,1.1,0.18,27,21.0,29.0,7,4.8,5.8,0.9,1.9,60.0,2017-10-07 02:00,,0.3,5,20.0,2,,,
土城,新北市,22,,良好,1.5,0.24,25,19.0,24.0,5,8.5,10.0,1.7,1.5,335.0,2017-10-07 02:00,,0.4,7,20.0,2,,,
板橋,新北市,17,,良好,2.2,0.2,26,14.0,,8,,,,3.0,71.0,2017-10-07 02:00,,0.5,5,,3,,,
新莊,新北市,19,,良好,3.8,0.22,28,19.0,26.0,6,7.9,9.0,1.1,5.9,55.0,2017-10-07 02:00,,0.4,5,20.0,4,,,
菜寮,新北市,30,,良好,6.6,0.19,25,20.0,34.0,13,11.0,12.0,1.0,2.6,87.0,2017-10-07 02:00,,0.4,9,28.0,6,,,
林口,新北市,56,細懸浮微粒,普通,3.8,0.13,28,23.0,28.0,18,6.8,6.8,-0.1,2.8,76.0,2017-10-07 02:00,,0.2,18,27.0,5,,,
淡水,新北市,18,,良好,1.5,0.19,18,17.0,26.0,4,7.6,9.2,1.7,,,2017-10-07 02:00,,0.3,3,19.0,1,,,
士林,臺北市,31,,良好,2.2,0.13,33,24.0,25.0,13,3.3,4.8,1.4,2.6,98.0,2017-10-07 02:00,,0.2,10,21.0,5,,,
中山,臺北市,30,,良好,3.8,0.28,21,11.0,24.0,13,12.0,14.0,2.0,0.9,219.0,2017-10-07 02:00,,0.6,9,23.0,4,,,
萬華,臺北市,24,,良好,1.0,0.31,26,12.0,33.0,5,7.1,11.0,3.9,1.4,203.0,2017-10-07 02:00,,0.7,5,26.0,4,,,
古亭,臺北市,31,,良好,2.0,0.17,28,17.0,19.0,8,6.9,7.6,0.7,2.2,58.0,2017-10-07 02:00,,0.4,10,17.0,2,,,
大同,臺北市,33,,良好,5.0,0.33,-,,37.0,13,13.0,14.0,1.3,,,2017-10-07 02:00,,1.0,7,36.0,5,,,
桃園,桃園市,33,,良好,3.2,0.19,26,18.0,21.0,11,6.7,7.8,1.1,2.5,65.0,2017-10-07 02:00,,0.4,10,23.0,5,,,
基隆,基隆市,28,,良好,1.3,0.12,34,30.0,18.0,9,2.8,3.8,1.0,2.3,87.0,2017-10-07 01:00,,0.2,9,18.0,2.0,,,
汐止,新北市,27,,良好,1.8,0.23,25,21.0,23.0,10,7.2,9.8,2.6,2.1,33.0,2017-10-07 01:00,,0.3,8,16.0,2.0,,,
萬里,新北市,42,,良好,2.5,0.13,37,34.0,51.0,15,1.1,1.9,0.8,8.3,47.0,2017-10-07 01:00,,0.1,13,39.0,3.0,,,
新店,新北市,19,,良好,1.5,0.19,26,20.0,28.0,4,5.2,6.6,1.4,1.4,133.0,2017-10-07 01:00,,0.4,5,17.0,2.0,,,
土城,新北市,22,,良好,1.5,0.25,23,18.0,21.0,7,9.0,9.9,0.9,1.1,351.0,2017-10-07 01:00,,0.4,7,18.0,2.0,,,
