SiteName,County,AQI,Pollutant,Status,SO2,CO,O3,O3_8hr,PM10,PM2.5,NO2,NOx,NO,WindSpeed,WindDirec,DataCreationDate,Unit,CO_8hr,PM2.5_AVG,PM10_AVG,SO2_AVG,Longitude,Latitude,SiteId
基隆,基隆市,32,,良好,0.6,0.3,15,23.0,18,10.0,10.0,11.0,0.7,0.5,280.0,2017-05-10 03:00,,0.4,10,17,,,,
汐止,新北市,61,細懸浮微粒,普通,4.7,0.36,5.7,9.0,22,18.0,20.0,22.0,2.1,1.1,82.0,2017-05-10 03:00,,0.6,20,29,,,,
萬里,新北市,59,細懸浮微粒,普通,8.2,0.19,2.7,21.0,21,15.0,19.0,24.0,5.4,3.1,202.0,2017-05-10 03:00,,0.4,19,29,,,,
基隆,基隆市,34,,良好,1.1,0.31,18,26.0,18,9,11.0,12.0,0.9,0.7,245.0,2017-05-10 01:00,,0.4,10,18,,,,
汐止,新北市,63,細懸浮微粒,普通,7.4,0.37,22,9.0,25,19,19.0,20.0,0.9,0.9,90.0,2017-05-10 01:00,,0.7,20,32,,,,
萬里,新北市,82,細懸浮微粒,普通,3.2,0.18,30,27.0,21,14,3.3,4.6,1.3,4.6,202.0,2017-05-10 01:00,,0.4,28,47,,,,
新店,新北市,46,,良好,1.6,0.28,9.3,10.0,34,13,11.0,13.0,2.1,0.9,165.0,2017-05-10 01:00,,0.6,14,31,,,,
土城,新北市,47,,良好,2.6,0.47,11,6.0,29,11,22.0,23.0,1.6,0.9,354.0,2017-05-10 01:00,,0.7,15,34,,,,
板橋,新北市,54,細懸浮微粒,普通,7.4,0.51,17,7.0,28,14,27.0,29.0,2.0,1.7,90.0,2017-05-10 01:00,,1.0,17,39,,,,
新莊,新北市,57,細懸浮微粒,普通,17.0,0.46,18,6.0,30,13,32.0,36.0,4.2,0.7,324.0,2017-05-10 01:00,,1.1,18,39,,,,
菜寮,新北市,58,細懸浮微粒,普通,12.0,0.35,29,14.0,24,14,21.0,23.0,2.2,1.9,126.0,2017-05-10 01:00,,0.8,18,32,,,,
林口,新北市,66,細懸浮微粒,普通,18.0,0.48,3.8,12.0,52,21,43.0,47.0,4.2,3.1,124.0,2017-05-10 01:00,,0.7,22,54,,,,
淡水,新北市,48,,良好,3.8,0.41,14,11.0,37,21,22.0,24.0,1.3,,,2017-05-10 01:00,,0.6,15,30,,,,
士林,臺北市,37,,良好,4.7,0.27,21,15.0,17,10,12.0,14.0,1.4,1.5,92.0,2017-05-10 01:00,,0.5,11,21,,,,
