SiteName,County,AQI,Pollutant,Status,SO2,CO,O3,O3_8hr,PM10,PM2.5,NO2,NOx,NO,WindSpeed,WindDirec,DataCreationDate,Unit,CO_8hr,PM2.5_AVG,PM10_AVG,SO2_AVG,Longitude,Latitude,SiteId
板橋,新北市,55,細懸浮微粒,普通,7.5,0.33,32,28.0,46.0,21,14.0,15.0,1.4,2.2,69.0,2017-01-12 01:00,,0.5,17,44,,,,
新莊,新北市,40,nan,良好,3.3,0.31,35,32.0,31.0,13,11.0,12.0,1.1,1.5,25.0,2017-01-12 01:00,,0.4,12,32,,,,
菜寮,新北市,47,nan,良好,2.1,0.27,40,33.0,32.0,13,8.0,8.6,0.6,3.4,66.0,2017-01-12 01:00,,0.4,15,30,,,,
林口,新北市,59,細懸浮微粒,普通,1.7,0.25,40,39.0,41.0,20,5.9,6.4,0.5,2.1,78.0,2017-01-12 01:00,,0.3,19,40,,,,
淡水,新北市,43,nan,良好,2.2,0.22,40,40.0,28.0,15,2.9,3.9,1.0,nan,nan,2017-01-12 01:00,,0.3,13,30,,,,
士林,臺北市,45,nan,良好,1.4,0.23,45,43.0,22.0,10,3.4,3.7,0.2,2.0,103.0,2017-01-12 01:00,,0.3,14,28,,,,
中山,臺北市,61,細懸浮微粒,普通,6.4,0.38,32,21.0,27.0,nan,15.0,17.0,1.8,2.2,114.0,2017-01-12 01:00,,0.7,20,37,,,,
萬華,臺北市,45,nan,良好,7.0,0.31,33,23.0,29.0,8,14.0,16.0,2.1,3.0,106.0,2017-01-12 01:00,,0.5,14,36,,,,
古亭,臺北市,71,細懸浮微粒,普通,7.8,0.32,34,29.0,37.0,26,14.0,15.0,1.3,3.3,72.0,2017-01-12 01:00,,0.5,24,33,,,,
松山,臺北市,64,細懸浮微粒,普通,8.2,0.29,32,26.0,34.0,20,14.0,16.0,1.1,2.9,57.0,2017-01-12 01:00,,0.4,21,34,,,,
大同,臺北市,60,細懸浮微粒,普通,6.8,0.54,-,nan,41.0,22,17.0,24.0,6.8,nan,nan,2017-01-12 01:00,,0.8,19,44,,,,
基隆,基隆市,58,細懸浮微粒,普通,1.0,0.22,44,42.0,24,15,4.1,5.2,1.1,1.4,80.0,2017-01-12 00:00,,0.3,18,27,,,,
汐止,新北市,67,細懸浮微粒,普通,3.6,0.29,41,38.0,34,19,8.3,9.0,0.8,2.7,46.0,2017-01-12 00:00,,0.4,22,34,,,,
萬里,新北市,70,細懸浮微粒,普通,1.5,0.22,49,48.0,62,21,2.2,3.1,0.9,4.0,46.0,2017-01-12 00:00,,0.2,23,61,,,,
新店,新北市,61,細懸浮微粒,普通,2.1,0.32,35,30.0,30,20,12.0,13.0,1.0,1.8,74.0,2017-01-12 00:00,,0.5,20,29,,,,
基隆,基隆市,57,細懸浮微粒,普通,0.8,0.22,43,42.0,27.0,16,3.5,4.7,1.1,1.0,81.0,2017-01-12 01:00,,0.3,18,27,,,,
汐止,新北市,66,細懸浮微粒,普通,3.7,0.28,42,38.0,35.0,22,6.7,7.5,0.9,2.9,40.0,2017-01-12 01:00,,0.3,22,34,,,,
萬里,新北市,69,細懸浮微粒,普通,1.3,0.22,47,47.0,64.0,24,3.1,4.1,0.9,2.5,62.0,2017-01-12 01:00,,0.2,23,63,,,,
新店,新北市,64,細懸浮微粒,普通,1.9,0.27,39,31.0,31.0,27,8.9,9.9,1.0,2.0,71.0,2017-01-12 01:00,,0.5,21,29,,,,
土城,新北市,58,細懸浮微粒,普通,4.6,0.33,34,31.0,32.0,18,13.0,15.0,1.9,1.4,46.0,2017-01-12 01:00,,0.5,18,34,,,,
萬里,新北市,66.0,細懸浮微粒,普通,1.8,0.21,44,46.0,61.0,18,4.1,5.8,1.7,4.5,54.0,2017-01-12 07:00,,0.2,21.0,66.0,,,,
新店,新北市,64.0,細懸浮微粒,普通,5.0,0.32,29,35.0,23.0,15,15.0,17.0,1.6,2.1,84.0,2017-01-12 07:00,,0.3,21.0,27.0,,,,
土城,新北市,56.0,細懸浮微粒,普通,5.0,0.41,21,33.0,33.0,18,20.0,22.0,1.4,0.8,147.0,2017-01-12 07:00,,0.3,17.0,35.0,,,,
板橋,新北市,53.0,細懸浮微粒,普通,1.7,0.37,26,29.0,44.0,16,15.0,17.0,1.6,0.6,279.0,2017-01-12 07:00,,0.3,16.0,44.0,,,,
