SiteName,County,AQI,Pollutant,Status,SO2,CO,O3,O3_8hr,PM10,PM2.5,NO2,NOx,NO,WindSpeed,WindDirec,DataCreationDate,Unit,CO_8hr,PM2.5_AVG,PM10_AVG,SO2_AVG,Longitude,Latitude,SiteId
三重,新北市,35.0,,良好,2.5,1.26,-,,29.0,ND,37.0,114.0,78.0,,,2017-12-19 07:00,,0.7,3,23.0,2,,,
忠明,臺中市,38,,良好,1.9,0.44,23,30.0,79.0,16,19.0,25.0,6.5,3.6,330.0,2017-12-19 11:00,,0.3,12,26,2,,,
西屯,臺中市,37,,良好,1.6,0.3,33,38.0,38.0,11,12.0,15.0,2.9,5.1,359.0,2017-12-19 11:00,,0.2,12,30,2,,,
彰化,彰化縣,28,,良好,2.4,0.43,24,30.0,23.0,13,16.0,19.0,3.0,8.9,3.1,2017-12-19 11:00,,0.3,8,17,2,,,
線西,彰化縣,50,,良好,1.9,0.27,30,36.0,28.0,19,14.0,17.0,3.1,2.1,120.0,2017-12-19 11:00,,0.2,15,22,2,,,
二林,彰化縣,30,,良好,3.6,0.28,30,32.0,33.0,ND,11.0,13.0,2.9,6.6,27.0,2017-12-19 11:00,,0.2,9,21,4,,,
南投,南投縣,25,,良好,3.6,0.74,19,23.0,27.0,11,27.0,35.0,8.1,1.7,350.0,2017-12-19 11:00,,0.4,6,20,3,,,
大同,臺北市,31,,良好,1.3,0.73,-,,34,6,28.0,48.0,21.0,,,2017-12-19 00:00,,1.2,7,33,2,,,
桃園,桃園市,34,,良好,4.3,0.32,24,17.0,30,ND,15.0,17.0,1.4,0.6,32.0,2017-12-19 00:00,,0.5,10,25,5,,,
大園,桃園市,31,,良好,3.3,0.17,35,34.0,38,5,13.0,15.0,2.0,7.6,26.0,2017-12-19 00:00,,0.2,8,32,4,,,
觀音,桃園市,40,,良好,1.9,0.12,37,31.0,31,11,5.4,5.4,0.0,9.2,43.0,2017-12-19 00:00,,0.2,12,32,4,,,
平鎮,桃園市,36,,良好,1.9,0.25,25,16.0,21,10,18.0,20.0,2.4,2.6,53.0,2017-12-19 00:00,,0.5,11,26,2,,,
龍潭,桃園市,50,,良好,5.4,0.17,34,30.0,23,20,8.7,9.4,0.7,5.3,72.0,2017-12-19 00:00,,0.2,15,24,3,,,
湖口,新竹縣,36,,良好,2.3,0.16,40,39.0,19,10,3.0,3.9,0.8,6.3,53.0,2017-12-19 00:00,,0.2,11,22,2,,,
竹東,新竹縣,35,,良好,4.0,0.15,36,36.0,8,10,5.2,5.8,0.6,8.9,36.0,2017-12-19 00:00,,0.2,11,6,2,,,
新竹,新竹市,34,,良好,2.2,0.17,36,28.0,19,8,6.8,6.8,0.0,5.4,42.0,2017-12-19 00:00,,0.3,11,20,2,,,
頭份,苗栗縣,36,,良好,2.2,0.19,36,29.0,18,12,7.2,7.9,0.7,4.2,56.0,2017-12-19 00:00,,0.3,11,20,2,,,
苗栗,苗栗縣,29,,良好,3.1,0.24,31,29.0,30,8,10.0,11.0,0.9,5.2,33.0,2017-12-19 00:00,,0.3,9,26,3,,,
三義,苗栗縣,30,,良好,2.1,0.19,31,32.0,16,9,7.8,8.1,0.3,7.4,19.0,2017-12-19 00:00,,0.2,8,16,1,,,
豐原,臺中市,29,,良好,2.5,0.19,32,26.0,12,10,4.1,4.9,0.8,2.8,27.0,2017-12-19 00:00,,0.2,9,13,2,,,
沙鹿,臺中市,26,,良好,2.3,0.18,34,28.0,14,7,7.2,8.0,0.8,8.1,4.3,2017-12-19 00:00,,0.2,8,19,2,,,
大里,臺中市,24,,良好,2.9,0.22,29,20.0,4,6,9.1,9.6,0.5,4.0,38.0,2017-12-19 00:00,,0.4,8,13,2,,,
忠明,臺中市,23,,良好,2.6,0.23,29,23.0,18,9,10.0,12.0,1.2,2.9,22.0,2017-12-19 00:00,,0.3,7,19,2,,,
西屯,臺中市,31,,良好,3.3,0.21,36,33.0,21,6,8.3,8.5,0.2,5.8,17.0,2017-12-19 00:00,,0.2,5,16,3,,,
彰化,彰化縣,42,,良好,1.6,0.25,27,22.0,21,12,10.0,11.0,0.8,9.2,9.9,2017-12-19 00:00,,0.4,13,23,2,,,
斗六,雲林縣,46,,良好,2.7,0.32,29,29.0,,,14.0,16.0,2.4,3.3,11.0,2017-12-19 11:00,,0.2,14,29,2,,,
麥寮,雲林縣,71.0,懸浮微粒,普通,3.1,0.31,34,34.0,108.0,26.0,11.0,16.0,5.1,9.1,11.0,2017-12-19 12:00,,0.3,20.0,84.0,2,,,
林口,新北市,32,,良好,0.7,0.15,44,35.0,17,6,2.1,2.8,0.7,3.8,44.0,2017-12-19 01:00,,0.2,9,20,1,,,
淡水,新北市,31,,良好,1.8,0.16,35,33.0,9,6,2.7,3.3,0.6,,,2017-12-19 01:00,,0.2,6,14,2,,,
士林,臺北市,33,,良好,1.9,0.17,42,36.0,9,6,3.6,3.7,0.2,2.5,44.0,2017-12-19 01:00,,0.2,6,12,3,,,
忠明,臺中市,27,,良好,2.7,0.22,30,23.0,16,15,10.0,11.0,1.2,2.4,11.0,2017-12-19 01:00,,0.3,8,19,2,,,
西屯,臺中市,31,,良好,3.3,0.18,37,34.0,29,2,8.1,8.4,0.3,6.6,14.0,2017-12-19 01:00,,0.2,4,19,3,,,
彰化,彰化縣,40,,良好,2.0,0.21,30,23.0,14,14,7.9,8.9,1.1,8.9,9.8,2017-12-19 01:00,,0.3,12,22,2,,,
線西,彰化縣,47,,良好,2.2,0.15,38,31.0,22,15,7.4,7.8,0.5,2.0,141.0,2017-12-19 01:00,,0.2,15,23,3,,,
二林,彰化縣,27,,良好,3.0,0.19,34,28.0,27,3,6.3,7.1,0.8,8.2,34.0,2017-12-19 01:00,,0.2,8,29,4,,,
南投,南投縣,30,,良好,2.5,0.21,23,15.0,18,6,13.0,13.0,0.7,2.2,330.0,2017-12-19 01:00,,0.4,9,28,2,,,
斗六,雲林縣,48,,良好,2.6,0.24,23,18.0,28,14,14.0,16.0,2.0,2.3,17.0,2017-12-19 01:00,,0.3,15,32,2,,,
崙背,雲林縣,56,懸浮微粒,普通,2.3,0.17,34,27.0,79,17,6.9,7.5,0.6,6.1,15.0,2017-12-19 01:00,,0.3,17,62,3,,,
新港,嘉義縣,47,,良好,2.1,0.2,28,24.0,36,17,9.7,9.9,0.2,5.1,7.8,2017-12-19 01:00,,0.2,15,47,3,,,
朴子,嘉義縣,64,懸浮微粒,普通,3.3,0.23,32,25.0,35,8,8.3,8.3,0.0,4.3,10.0,2017-12-19 01:00,,0.3,13,74,4,,,
臺西,雲林縣,59,懸浮微粒,普通,2.2,0.14,42,37.0,100,18,4.7,5.0,0.3,12.0,21.0,2017-12-19 01:00,,0.2,15,66,3,,,
嘉義,嘉義市,61,細懸浮微粒,普通,3.7,0.31,20,14.0,29,15,16.0,16.0,0.4,2.9,5.7,2017-12-19 01:00,,0.4,20,41,4,,,
新營,臺南市,62,懸浮微粒,普通,3.0,0.23,22,18.0,52,8,13.0,13.0,0.4,3.6,12.0,2017-12-19 01:00,,0.3,13,71,3,,,
善化,臺南市,48,,良好,1.8,0.22,20,16.0,19,12,11.0,12.0,1.1,4.3,358.0,2017-12-19 01:00,,0.3,15,44,2,,,
安南,臺南市,64,懸浮微粒,普通,3.2,0.31,25,20.0,48,14,12.0,13.0,0.6,4.2,346.0,2017-12-19 01:00,,0.4,16,74,3,,,
臺南,臺南市,69,細懸浮微粒,普通,2.5,0.29,22,17.0,38,18,11.0,13.0,1.3,3.4,15.0,2017-12-19 01:00,,0.4,23,62,3,,,
美濃,高雄市,74,細懸浮微粒,普通,1.5,0.35,11,20.0,55,26,15.0,15.0,0.6,0.7,282.0,2017-12-19 01:00,,0.4,25,56,2,,,
橋頭,高雄市,75,細懸浮微粒,普通,3.2,0.3,13,13.0,38,20,19.0,20.0,0.9,4.5,5.0,2017-12-19 01:00,,0.4,25,57,3,,,
中壢,桃園市,28,,良好,4.0,0.31,31,13.0,32,ND,13.0,17.0,4.0,1.9,23.0,2017-12-19 01:00,,0.8,6,30,4,,,
陽明,臺北市,38,,良好,1.1,0.12,41,41.0,3,ND,0.7,1.7,1.1,,,2017-12-19 02:00,,0.1,2,5,1,,,
宜蘭,宜蘭縣,33,,良好,1.6,0.14,42,36.0,19,7,0.6,1.1,0.5,0.9,199.0,2017-12-19 02:00,,0.2,8,20,2,,,
冬山,宜蘭縣,31,,良好,0.6,0.17,41,34.0,12,2,2.5,2.9,0.5,1.5,225.0,2017-12-19 02:00,,0.2,3,11,1,,,
三重,新北市,28,,良好,1.3,0.46,-,,21,ND,16.0,24.0,8.5,,,2017-12-19 02:00,,1.1,4,30,2,,,
汐止,新北市,40,,良好,3.2,0.16,42,34.0,13,10,5.0,9.2,4.1,2.4,39.0,2017-12-19 04:00,,0.2,12,16,4,,,
萬里,新北市,43,,良好,0.8,0.14,48,46.0,26,11,0.9,1.5,0.6,0.5,36.0,2017-12-19 04:00,,0.1,11,29,2,,,
新店,新北市,39,,良好,3.4,0.15,38,31.0,14,9,6.9,7.9,1.0,1.5,89.0,2017-12-19 04:00,,0.3,12,15,2,,,
土城,新北市,27,,良好,1.5,0.19,38,29.0,13,6,4.9,5.1,0.3,0.8,296.0,2017-12-19 04:00,,0.3,8,14,4,,,
板橋,新北市,27,,良好,1.7,0.18,39,29.0,15,5,5.9,8.1,2.3,1.6,81.0,2017-12-19 04:00,,0.3,7,17,3,,,
新莊,新北市,24,,良好,2.1,0.22,29,26.0,11,ND,14.0,18.0,3.5,1.1,335.0,2017-12-19 04:00,,0.3,3,14,3,,,
菜寮,新北市,28,,良好,0.8,0.21,33,30.0,6,5,8.6,9.0,0.5,0.8,241.0,2017-12-19 04:00,,0.3,5,8,2,,,
林口,新北市,38,,良好,0.9,0.14,46,41.0,19,10,1.4,1.8,0.4,4.4,42.0,2017-12-19 04:00,,0.2,8,19,1,,,
淡水,新北市,32,,良好,1.5,0.14,37,35.0,14,ND,1.9,2.6,0.7,,,2017-12-19 04:00,,0.2,4,13,2,,,
士林,臺北市,37,,良好,1.6,0.14,44,40.0,9,6,1.5,2.7,1.2,1.7,39.0,2017-12-19 04:00,,0.2,7,9,3,,,
中山,臺北市,26,,良好,1.6,0.22,39,28.0,2,5,6.4,6.0,-0.3,1.8,121.0,2017-12-19 04:00,,0.4,5,9,2,,,
萬華,臺北市,31,,良好,0.9,0.21,39,27.0,12,2,4.6,6.1,1.5,2.1,103.0,2017-12-19 04:00,,0.3,10,11,2,,,
古亭,臺北市,28,,良好,1.2,0.15,39,30.0,10,10,5.7,6.5,0.8,2.3,81.0,2017-12-19 04:00,,0.3,7,11,3,,,
松山,臺北市,25,,良好,1.2,0.13,39,27.0,23,8,4.6,5.7,1.1,1.9,59.0,2017-12-19 04:00,,0.3,7,17,6,,,
大同,臺北市,25,,良好,0.8,0.39,-,,15,ND,11.0,14.0,3.5,,,2017-12-19 04:00,,0.7,5,27,2,,,
大同,臺北市,30,,良好,1.0,0.4,-,,25,3,11.0,14.0,2.6,,,2017-12-19 02:00,,1.0,7,32,2,,,
桃園,桃園市,25,,良好,2.4,0.17,34,22.0,24,5,4.4,6.3,1.9,0.9,46.0,2017-12-19 02:00,,0.4,7,27,5,,,
大園,桃園市,34,,良好,1.6,0.15,45,37.0,43,9,3.0,3.9,0.9,7.7,22.0,2017-12-19 02:00,,0.2,8,36,4,,,
觀音,桃園市,37,,良好,1.8,0.13,39,34.0,24,9,3.1,3.4,0.3,8.9,44.0,2017-12-19 02:00,,0.2,12,30,4,,,
平鎮,桃園市,31,,良好,2.0,0.2,35,21.0,22,13,9.4,10.0,0.6,3.9,39.0,2017-12-19 02:00,,0.4,10,25,2,,,
龍潭,桃園市,47,,良好,1.8,0.18,38,33.0,18,8,4.0,4.2,0.2,5.5,73.0,2017-12-19 02:00,,0.2,15,18,3,,,
湖口,新竹縣,37,,良好,2.6,0.15,42,40.0,18,9,2.7,4.4,1.7,6.4,42.0,2017-12-19 02:00,,0.2,9,21,2,,,
竹東,新竹縣,34,,良好,1.6,0.14,39,37.0,9,9,4.3,4.7,0.4,5.5,32.0,2017-12-19 02:00,,0.2,10,7,2,,,
新竹,新竹市,30,,良好,2.2,0.18,36,30.0,14,9,6.5,7.0,0.4,6.4,42.0,2017-12-19 02:00,,0.3,9,18,2,,,
頭份,苗栗縣,36,,良好,1.3,0.14,38,31.0,15,11,5.9,7.4,1.5,3.9,47.0,2017-12-19 02:00,,0.3,11,18,2,,,
苗栗,苗栗縣,31,,良好,3.0,0.16,35,31.0,15,12,7.7,8.5,0.8,4.7,16.0,2017-12-19 02:00,,0.3,10,24,3,,,
三義,苗栗縣,31,,良好,1.8,0.15,35,33.0,17,11,7.2,7.7,0.5,8.2,19.0,2017-12-19 02:00,,0.2,9,16,1,,,
豐原,臺中市,26,,良好,1.6,0.16,33,28.0,9,4,4.3,5.3,1.0,2.7,13.0,2017-12-19 02:00,,0.2,7,10,2,,,
沙鹿,臺中市,29,,良好,1.2,0.14,39,31.0,14,4,4.8,5.6,0.8,9.3,3.5,2017-12-19 02:00,,0.2,7,18,2,,,
大里,臺中市,21,,良好,2.1,0.2,31,23.0,4,6,7.9,8.5,0.6,3.3,39.0,2017-12-19 02:00,,0.3,7,10,2,,,
忠明,臺中市,29,,良好,1.7,0.22,33,25.0,16,10,7.0,7.6,0.6,2.8,34.0,2017-12-19 02:00,,0.3,9,18,2,,,
西屯,臺中市,32,,良好,1.7,0.17,39,35.0,29,8,6.0,6.4,0.4,5.9,16.0,2017-12-19 02:00,,0.2,5,22,3,,,
彰化,彰化縣,37,,良好,2.3,0.18,33,25.0,9,6,4.9,5.7,0.8,9.9,15.0,2017-12-19 02:00,,0.3,11,19,2,,,
崙背,雲林縣,110,懸浮微粒,對敏感族群不健康,1.8,0.28,32,36.0,169.0,33,11.0,14.0,3.5,5.7,2.5,2017-12-19 11:00,,0.2,19,150,3,,,
新港,嘉義縣,36,,良好,1.3,0.29,32,35.0,49.0,15,10.0,13.0,2.9,5.7,352.0,2017-12-19 11:00,,0.2,10,39,2,,,
朴子,嘉義縣,79,懸浮微粒,普通,1.8,0.28,36,38.0,125.0,20,8.7,10.0,1.8,4.5,11.0,2017-12-19 11:00,,0.2,15,95,3,,,
臺西,雲林縣,86,細懸浮微粒,普通,2.3,0.27,40,41.0,121.0,36,5.4,6.3,0.9,14.0,21.0,2017-12-19 11:00,,0.2,30,77,2,,,
嘉義,嘉義市,32,,良好,2.7,0.41,27,28.0,40.0,16,16.0,19.0,3.6,3.8,19.0,2017-12-19 11:00,,0.3,9,35,3,,,
新營,臺南市,47,,良好,2.0,0.32,25,30.0,54.0,13,13.0,16.0,3.3,3.8,15.0,2017-12-19 11:00,,0.2,10,51,3,,,
善化,臺南市,29,,良好,0.8,0.26,30,28.0,35.0,15,10.0,14.0,3.7,5.7,350.0,2017-12-19 11:00,,0.2,8,31,2,,,
馬公,澎湖縣,48,,良好,1.1,0.16,42,40.0,22.0,15,2.3,3.2,0.8,8.5,13.0,2017-12-19 03:00,,0.1,15,27,1,,,
關山,臺東縣,24,,良好,2.6,,23,26.0,14.0,7,5.6,7.0,1.4,3.3,33.0,2017-12-19 03:00,,,7,13,2,,,
麥寮,雲林縣,61,懸浮微粒,普通,1.3,0.2,39,32.0,,,3.8,5.6,1.9,7.4,10.0,2017-12-19 03:00,,0.2,15,69,3,,,
富貴角,新北市,42,,良好,0.0,0.15,46,45.0,33.0,12,1.3,1.3,0.0,13.0,34.0,2017-12-19 03:00,,0.1,11,34,0,,,
基隆,基隆市,38,,良好,1.7,0.15,44,41.0,11.0,6,1.9,2.3,0.4,2.2,87.0,2017-12-19 05:00,,0.2,7,11,1,,,
汐止,新北市,37,,良好,2.1,0.17,45,37.0,12.0,9,4.4,8.3,3.8,1.4,36.0,2017-12-19 05:00,,0.2,12,15,4,,,
萬里,新北市,44,,良好,0.9,0.16,49,47.0,33.0,12,0.9,1.5,0.7,0.5,23.0,2017-12-19 05:00,,0.1,12,29,1,,,
新店,新北市,37,,良好,2.1,0.16,41,33.0,13.0,9,5.2,6.0,0.8,1.4,115.0,2017-12-19 05:00,,0.2,11,15,2,,,
土城,新北市,30,,良好,1.4,0.19,39,32.0,14.0,5,4.7,5.0,0.3,1.1,183.0,2017-12-19 05:00,,0.3,8,14,4,,,
板橋,新北市,29,,良好,1.7,0.2,37,31.0,14.0,4,6.6,9.2,2.6,1.4,104.0,2017-12-19 05:00,,0.3,7,16,3,,,
新莊,新北市,26,,良好,1.8,0.22,33,28.0,12.0,ND,8.8,10.0,1.4,1.0,13.0,2017-12-19 05:00,,0.3,3,14,2,,,
菜寮,新北市,29,,良好,0.9,0.21,29,31.0,5.0,5,12.0,12.0,0.4,1.0,273.0,2017-12-19 05:00,,0.3,5,7,2,,,
林口,新北市,40,,良好,1.0,0.15,47,43.0,21.0,8,1.6,1.8,0.2,5.8,48.0,2017-12-19 05:00,,0.2,8,19,1,,,
淡水,新北市,32,,良好,1.6,0.15,38,35.0,16.0,6,1.9,2.4,0.5,,,2017-12-19 05:00,,0.2,4,14,2,,,
安南,臺南市,38,,良好,2.0,0.31,34,33.0,53.0,15,12.0,14.0,2.6,4.7,345.0,2017-12-19 11:00,,0.2,7,41,3,,,
臺南,臺南市,46,,良好,2.0,0.36,31,31.0,53.0,15,11.0,15.0,4.2,4.3,22.0,2017-12-19 11:00,,0.3,14,33,3,,,
美濃,高雄市,69,細懸浮微粒,普通,1.2,0.23,35,19.0,42.0,24,6.3,7.9,1.5,1.2,36.0,2017-12-19 11:00,,0.3,23,43,2,,,
橋頭,高雄市,65,細懸浮微粒,普通,2.5,0.28,29,24.0,45.0,22,13.0,18.0,5.0,4.4,1.7,2017-12-19 11:00,,0.3,21,39,3,,,
仁武,高雄市,41,,良好,3.5,0.28,29,24.0,,,16.0,22.0,6.2,3.1,329.0,2017-12-19 11:00,,0.3,12,44,4,,,
鳳山,高雄市,60,細懸浮微粒,普通,3.7,0.35,26,16.0,56.0,18,20.0,26.0,6.8,2.0,330.0,2017-12-19 11:00,,0.3,19,50,5,,,
大寮,高雄市,61,細懸浮微粒,普通,3.4,0.31,30,18.0,42.0,19,16.0,20.0,4.4,2.5,334.0,2017-12-19 11:00,,0.3,20,37,3,,,
林園,高雄市,55,細懸浮微粒,普通,7.4,0.34,35,16.0,54.0,18,15.0,22.0,6.3,2.6,33.0,2017-12-19 11:00,,0.9,17,49,9,,,
楠梓,高雄市,53,細懸浮微粒,普通,2.0,0.26,31,25.0,55.0,17,11.0,15.0,4.7,3.2,353.0,2017-12-19 11:00,,0.2,17,49,3,,,
左營,高雄市,61,細懸浮微粒,普通,2.7,0.31,31,25.0,38.0,18,14.0,19.0,4.9,3.9,355.0,2017-12-19 11:00,,0.3,20,50,3,,,
前金,高雄市,67,細懸浮微粒,普通,2.0,0.35,30,24.0,40.0,22,13.0,18.0,5.1,3.4,360.0,2017-12-19 11:00,,0.3,22,38,3,,,
基隆,基隆市,38,,良好,1.8,0.14,43,41.0,11,6,1.7,2.0,0.2,2.2,65.0,2017-12-19 04:00,,0.2,6,12,1,,,
冬山,宜蘭縣,36,,良好,0.4,0.16,43,39.0,9.0,2,1.7,1.9,0.2,1.9,274.0,2017-12-19 05:00,,0.2,3,10,1,,,
三重,新北市,23,,良好,1.5,0.55,-,,19.0,ND,24.0,45.0,21.0,,,2017-12-19 05:00,,0.7,4,23,2,,,
中壢,桃園市,25,,良好,2.2,0.24,39,27.0,31.0,4,5.8,6.8,1.0,2.0,27.0,2017-12-19 05:00,,0.4,5,26,4,,,
竹山,南投縣,47,,良好,1.0,0.21,29,21.0,19.0,12,6.1,7.6,1.5,2.8,23.0,2017-12-19 05:00,,0.3,14,24,2,,,
永和,新北市,31,,良好,2.3,0.18,40,33.0,5.0,3,5.0,5.3,0.3,1.9,85.0,2017-12-19 05:00,,0.3,7,8,4,,,
復興,高雄市,57,細懸浮微粒,普通,2.6,0.31,16,9.0,41.0,16,13.0,16.0,3.6,1.4,265.0,2017-12-19 05:00,,0.5,18,58,4,,,
埔里,南投縣,57,細懸浮微粒,普通,1.1,0.32,8.1,5.0,25.0,19,11.0,11.0,-0.1,0.7,295.0,2017-12-19 05:00,,0.4,18,26,3,,,
