SiteName,County,AQI,Pollutant,Status,SO2,CO,O3,O3_8hr,PM10,PM2.5,NO2,NOx,NO,WindSpeed,WindDirec,DataCreationDate,Unit,CO_8hr,PM2.5_AVG,PM10_AVG,SO2_AVG,Longitude,Latitude,SiteId
基隆,基隆市,38.0,nan,良好,3.2,1.08,2.5,14.0,19.0,10,30.0,54.0,24.0,0.9,90.0,2017-03-12 00:00,,0.7,12.0,23.0,,,,
汐止,新北市,45.0,nan,良好,7.7,0.55,16,22.0,30.0,12,26.0,29.0,2.6,0.9,55.0,2017-03-12 00:00,,0.6,14.0,27.0,,,,
萬里,新北市,56.0,懸浮微粒,普通,2.6,0.25,34,26.0,17.0,10,5.5,7.3,1.8,1.1,139.0,2017-03-12 00:00,,0.4,17.0,62.0,,,,
新店,新北市,26.0,nan,良好,1.5,0.48,25,28.0,21.0,16,20.0,22.0,2.0,1.6,67.0,2017-03-12 00:00,,0.6,7.0,16.0,,,,
土城,新北市,30.0,nan,良好,3.8,0.61,30,31.0,18.0,7,22.0,23.0,1.0,1.1,255.0,2017-03-12 00:00,,0.7,9.0,17.0,,,,
板橋,新北市,29.0,nan,良好,6.8,0.54,26,26.0,36.0,8,24.0,29.0,4.8,3.1,63.0,2017-03-12 00:00,,0.7,7.0,31.0,,,,
基隆,基隆市,37.0,nan,良好,2.2,0.82,6.4,10.0,15.0,7,29.0,36.0,7.6,0.5,264.0,2017-03-12 01:00,,0.7,11.0,22.0,,,,
萬里,新北市,49.0,nan,良好,2.7,0.22,48,27.0,15.0,6,4.5,5.6,1.2,1.6,196.0,2017-03-12 01:00,,0.4,15.0,53.0,,,,
新店,新北市,29.0,nan,良好,1.3,0.34,34,27.0,20.0,15,11.0,13.0,1.4,1.8,87.0,2017-03-12 01:00,,0.6,9.0,17.0,,,,
土城,新北市,27.0,nan,良好,3.9,0.49,34,29.0,21.0,6,17.0,17.0,0.8,1.5,300.0,2017-03-12 01:00,,0.7,8.0,18.0,,,,
板橋,新北市,31.0,nan,良好,4.6,0.42,34,25.0,37.0,7,15.0,19.0,4.0,2.6,57.0,2017-03-12 01:00,,0.7,7.0,33.0,,,,
新莊,新北市,24.0,nan,良好,5.2,0.44,30,23.0,26.0,7,21.0,23.0,2.1,2.6,30.0,2017-03-12 01:00,,0.7,5.0,26.0,,,,
菜寮,新北市,34.0,nan,良好,6.4,0.51,24,21.0,32.0,11,25.0,27.0,1.8,1.4,69.0,2017-03-12 01:00,,0.7,10.0,24.0,,,,
林口,新北市,54.0,細懸浮微粒,普通,2.5,0.31,41,35.0,24.0,16,11.0,12.0,1.5,3.6,99.0,2017-03-12 01:00,,0.3,17.0,30.0,,,,
淡水,新北市,30.0,nan,良好,2.1,0.59,13,16.0,31.0,6,18.0,20.0,2.7,nan,nan,2017-03-12 01:00,,0.5,9.0,32.0,,,,
新營,臺南市,nan,nan,設備維護,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2017-03-12 00:00,,nan,nan,nan,,,,
中壢,桃園市,32.0,nan,良好,3.0,0.69,16,26.0,20.0,19,31.0,39.0,7.9,0.5,292.0,2017-03-12 00:00,,0.7,10.0,18.0,,,,
竹山,南投縣,114.0,細懸浮微粒,對敏感族群不良,1.8,0.43,21,44.0,59.0,36,18.0,18.0,0.1,0.6,214.0,2017-03-12 00:00,,0.4,41.0,65.0,,,,
新莊,新北市,29.0,nan,良好,4.6,0.63,20,25.0,34.0,7,31.0,33.0,2.9,3.3,52.0,2017-03-12 00:00,,0.7,5.0,25.0,,,,
菜寮,新北市,32.0,nan,良好,4.3,0.62,16,23.0,32.0,12,31.0,33.0,2.4,1.7,78.0,2017-03-12 00:00,,0.7,10.0,22.0,,,,
林口,新北市,52.0,細懸浮微粒,普通,3.5,0.39,34,36.0,35.0,19,16.0,17.0,1.6,2.4,86.0,2017-03-12 00:00,,0.3,16.0,30.0,,,,
