SiteName,County,AQI,Pollutant,Status,SO2,CO,O3,O3_8hr,PM10,PM2.5,NO2,NOx,NO,WindSpeed,WindDirec,DataCreationDate,Unit,CO_8hr,PM2.5_AVG,PM10_AVG,SO2_AVG,Longitude,Latitude,SiteId
臺東,臺東縣,29.0,,良好,1.3,0.3,34,31.0,11.0,2,3.7,4.8,1.1,1.9,319.0,2017-11-12 00:00,,0.5,5.0,16.0,1.0,,,
花蓮,花蓮縣,28.0,,良好,1.4,0.4,20,30.0,11.0,12,12.0,12.0,0.4,0.8,257.0,2017-11-12 00:00,,0.4,8.0,14.0,1.0,,,
陽明,臺北市,44.0,,良好,1.9,0.16,42,47.0,2.0,ND,0.8,2.1,1.3,,,2017-11-12 00:00,,0.2,2.0,5.0,2.0,,,
宜蘭,宜蘭縣,44.0,,良好,1.0,0.29,49,48.0,16.0,7,2.1,2.6,0.5,1.0,223.0,2017-11-12 00:00,,0.3,9.0,21.0,1.0,,,
金門,金門縣,141.0,細懸浮微粒,對敏感族群不健康,3.6,0.33,43,53.0,65.0,40,8.2,8.5,0.4,3.9,37.0,2017-11-12 00:00,,0.4,51.0,65.0,3.0,,,
馬公,澎湖縣,62.0,細懸浮微粒,普通,0.7,0.21,41,44.0,26.0,13,2.0,3.0,0.9,6.1,23.0,2017-11-12 00:00,,0.3,20.0,36.0,1.0,,,
關山,臺東縣,37.0,,良好,0.9,,37,40.0,12.0,6,2.3,2.4,0.1,2.7,22.0,2017-11-12 00:00,,,7.0,14.0,1.0,,,
麥寮,雲林縣,101.0,懸浮微粒,對敏感族群不健康,3.4,0.44,29,29.0,385.0,29,12.0,13.0,1.1,3.2,12.0,2017-11-12 00:00,,0.5,35.0,126.0,3.0,,,
新店,新北市,41.0,,良好,1.5,0.21,35,32.0,14.0,3,4.4,5.1,0.7,1.1,58.0,2017-11-12 03:00,,0.4,13.0,21.0,3.0,,,
土城,新北市,,,設備維護,,,,,,,,,,,,2017-11-12 03:00,,,,,,,,
板橋,新北市,57.0,懸浮微粒,普通,3.2,0.19,35,32.0,132.0,4,6.6,8.0,1.4,2.1,88.0,2017-11-12 03:00,,0.4,11.0,64.0,3.0,,,
