SiteName,County,AQI,Pollutant,Status,SO2,CO,O3,O3_8hr,PM10,PM2.5,NO2,NOx,NO,WindSpeed,WindDirec,DataCreationDate,Unit,CO_8hr,PM2.5_AVG,PM10_AVG,SO2_AVG,Longitude,Latitude,SiteId
基隆,基隆市,106.0,細懸浮微粒,對敏感族群不良,1.3,0.44,45,43.0,48.0,36.0,4.3,5.1,0.8,2.0,79.0,2017-01-11 00:00,,0.5,37.0,48.0,,,,
汐止,新北市,106.0,細懸浮微粒,對敏感族群不良,2.2,0.49,42,36.0,62.0,41.0,8.8,11.0,1.8,2.2,42.0,2017-01-11 00:00,,0.5,38.0,55.0,,,,
基隆,基隆市,104.0,細懸浮微粒,對敏感族群不良,1.4,0.43,47,43.0,46.0,35.0,3.9,4.5,0.6,2.3,84.0,2017-01-11 01:00,,0.5,37.0,47.0,,,,
汐止,新北市,107.0,細懸浮微粒,對敏感族群不良,2.5,0.48,44,36.0,64.0,41.0,9.0,10.0,1.0,2.2,41.0,2017-01-11 01:00,,0.6,38.0,57.0,,,,
萬里,新北市,117.0,細懸浮微粒,對敏感族群不良,2.6,0.42,51,50.0,80.0,43.0,3.3,4.4,1.1,5.4,62.0,2017-01-11 01:00,,0.4,42.0,80.0,,,,
新店,新北市,99.0,細懸浮微粒,普通,1.7,0.46,44,38.0,56.0,39.0,6.8,7.8,1.0,1.8,142.0,2017-01-11 01:00,,0.6,35.0,51.0,,,,
土城,新北市,89.0,細懸浮微粒,普通,1.8,0.5,39,37.0,60.0,32.0,8.1,9.1,1.1,1.9,271.0,2017-01-11 01:00,,0.6,31.0,55.0,,,,
板橋,新北市,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2017-01-11 01:00,,nan,nan,nan,,,,
新莊,新北市,83.0,細懸浮微粒,普通,2.4,0.53,38,32.0,61.0,28.0,11.0,11.0,0.7,3.3,77.0,2017-01-11 01:00,,0.6,29.0,58.0,,,,
菜寮,新北市,94.0,細懸浮微粒,普通,5.5,0.49,38,33.0,66.0,32.0,12.0,13.0,0.9,3.9,93.0,2017-01-11 01:00,,0.6,33.0,60.0,,,,
林口,新北市,118.0,細懸浮微粒,對敏感族群不良,7.4,0.47,35,34.0,81.0,46.0,13.0,14.0,1.0,4.5,87.0,2017-01-11 01:00,,0.5,42.0,78.0,,,,
淡水,新北市,93.0,細懸浮微粒,普通,1.2,0.41,43,35.0,63.0,32.0,3.4,4.3,0.9,nan,nan,2017-01-11 01:00,,0.5,33.0,58.0,,,,
士林,臺北市,93.0,細懸浮微粒,普通,2.4,0.43,48,43.0,46.0,39.0,5.3,6.0,0.7,3.3,118.0,2017-01-11 01:00,,0.5,33.0,58.0,,,,
中山,臺北市,102.0,細懸浮微粒,對敏感族群不良,2.0,0.57,38,25.0,61.0,34.0,12.0,13.0,1.5,2.9,116.0,2017-01-11 01:00,,0.8,36.0,63.0,,,,
萬華,臺北市,94.0,細懸浮微粒,普通,1.9,0.55,38,26.0,69.0,33.0,13.0,14.0,1.1,3.3,106.0,2017-01-11 01:00,,0.7,33.0,60.0,,,,
