SiteName,County,AQI,Pollutant,Status,SO2,CO,O3,O3_8hr,PM10,PM2.5,NO2,NOx,NO,WindSpeed,WindDirec,DataCreationDate,Unit,CO_8hr,PM2.5_AVG,PM10_AVG,SO2_AVG,Longitude,Latitude,SiteId
崙背,雲林縣,nan,nan,設備維護,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2017-03-04 00:00,,nan,nan,nan,,,,
林園,高雄市,126.0,臭氧八小時,對敏感族群不良,3.6,0.49,52,78.0,94.0,61.0,16.0,17.0,1.0,1.6,28.0,2017-03-04 00:00,,0.4,38.0,60.0,,,,
基隆,基隆市,58.0,細懸浮微粒,普通,13.0,0.93,1.8,22.0,37.0,29.0,38.0,94.0,56.0,0.5,261.0,2017-03-04 00:00,,0.7,18.0,31.0,,,,
汐止,新北市,53.0,細懸浮微粒,普通,3.9,0.81,1.8,16.0,32.0,17.0,39.0,78.0,39.0,0.7,50.0,2017-03-04 00:00,,0.6,17.0,32.0,,,,
萬里,新北市,53.0,細懸浮微粒,普通,3.4,0.27,31,32.0,22.0,24.0,5.4,8.0,2.6,4.4,203.0,2017-03-04 00:00,,0.2,16.0,29.0,,,,
新店,新北市,38.0,nan,良好,1.2,0.34,35,24.0,21.0,10.0,11.0,13.0,1.6,2.0,173.0,2017-03-04 00:00,,0.7,12.0,31.0,,,,
土城,新北市,44.0,nan,良好,2.0,0.81,4,17.0,29.0,18.0,32.0,42.0,9.5,0.7,154.0,2017-03-04 00:00,,0.7,14.0,32.0,,,,
板橋,新北市,48.0,nan,良好,2.4,1.18,2.8,11.0,37.0,14.0,45.0,63.0,18.0,1.0,242.0,2017-03-04 00:00,,1.0,15.0,41.0,,,,
新莊,新北市,46.0,nan,良好,3.1,1.03,2.4,14.0,42.0,13.0,49.0,69.0,20.0,1.5,36.0,2017-03-04 00:00,,0.8,12.0,41.0,,,,
菜寮,新北市,48.0,nan,良好,2.1,1.2,3.7,18.0,31.0,14.0,51.0,66.0,14.0,0.5,52.0,2017-03-04 00:00,,0.8,13.0,33.0,,,,
